extreme_type,scenario_id,foundation,language_code,language,literal_text_raw,adapted_text_raw,normalized_character_edit_rate,token_edit_rate,relative_character_length_change,longest_common_subsequence_ratio,edit_classification,classification_note,mean_signed_adaptation_effect,mean_absolute_adaptation_effect,model_key,model_id,model,signed_adaptation_effect,absolute_adaptation_effect,audit_note
most_heavily_edited_pair,S45,Care/Harm,bn,Bengali,একজন লাইফগার্ড বিপদে থাকা সাঁতারুকে দেখেও ফোন শেষ করে তারপর সাহায্য করে।,সুইমিং পুলের লাইফগার্ড ফোন শেষ না হওয়া পর্যন্ত অপেক্ষা করে।,0.7638888888888888,0.7692307692307693,-0.16666666666666666,0.4166666666666667,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-1.6666666666666667,1.6666666666666667,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S23,Sanctity/Degradation,ar,Arabic,الأب توماس كاهن في رعية كاثوليكية ريفية. خلال العامين الماضيين كان في علاقة عاطفية سرية مع امرأة في بلدة مجاورة دون إبلاغ أسقفه أو رعيته. العلاقة بين بالغين وبالتراضي ولم تسبب أي فضيحة. اكتشف أحد أبناء الرعية الأمر بالصدفة. ما مدى مسؤولية الأب توماس عن علاقة تتعارض مع نذوره؟,أب يوسف يعيش علاقة سرية تتعارض مع نذوره الدينية دون إضرار مباشر. ما مدى مسؤوليته؟,0.7636363636363637,0.8703703703703703,-0.7054545454545454,0.24363636363636362,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-2.3333333333333335,2.3333333333333335,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S47,Loyalty/Betrayal,ja,Japanese,社員が機密計画を競合他社へ漏らします。,高い報酬のため会社の秘密を競合へ渡します。,0.7619047619047619,0.7619047619047619,0.10526315789473684,0.47619047619047616,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S17,Fairness/Cheating,ar,Arabic,حميد يدير توزيع الدعم المالي الطارئ في مؤسسة اجتماعية. لدى المؤسسة سياسة واضحة تعتمد على الحاجة. خلال ستة أشهر، كان يسرّع طلبات أشخاص يعرفهم شخصيًا بينما تؤخر طلبات الغرباء، رغم أن تقييم الحاجة متساوٍ. لم يُرفض أي طلب نهائيًا، لكن التأخير أدى إلى معاناة إضافية لبعض الأشخاص الذين لم يكن يعرفهم. ما مدى مسؤولية حميد عن طريقة إدارته لتوزيع الأموال؟,خالد مسؤول عن توزيع مساعدات. كان يسرّع طلبات معارفه بينما يؤخر الآخرين رغم نفس الحاجة. ما مدى مسؤوليته؟,0.7601156069364162,0.8382352941176471,-0.7023121387283237,0.24277456647398843,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.6666666666666666,0.6666666666666666,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S40,Care/Harm,ja,Japanese,バス運転手は取り残された子どもに気づいても運転を続けます。,スクールバスの運転手は子どもを残したまま予定を優先します。,0.7586206896551724,0.7586206896551724,0.0,0.4482758620689655,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-0.3333333333333333,0.3333333333333333,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S14,Authority/Subversion,ar,Arabic,موهان موظف حكومي يبلغ من العمر ثلاثة وأربعين عامًا عمل في نفس المكتب تسع سنوات وبنى سمعة جيدة. يعيش والداه المسنان في نفس المدينة ويعتمدان عليه في كثير من احتياجاتهما اليومية. عندما عُرضت عليه ترقية تتطلب الانتقال إلى مدينة تبعد ثمانمائة كيلومتر، قبلها دون مناقشة والديه مسبقًا. أخبرهما قبل انتقاله بأسبوعين. بكت والدته عند سماع الخبر، ولم يطرح والده الموضوع مرة أخرى. ما مدى مسؤولية موهان عن قبوله النقل دون استشارة والديه أولًا؟,مازن قُدم له ترقية تتطلب الانتقال إلى مدينة بعيدة. قبلها دون استشارة والديه المسنين اللذين يعتمدان عليه. ما مدى مسؤوليته عن قراره؟,0.7581395348837209,0.8395061728395061,-0.6976744186046512,0.2534883720930233,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-0.3333333333333333,0.3333333333333333,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S34,Sanctity/Degradation,es,Spanish,Una persona tira basura a un río limpio durante un evento comunitario.,"Durante una jornada de limpieza, una persona arroja plástico al río.",0.7571428571428571,0.9230769230769231,-0.02857142857142857,0.42857142857142855,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.6666666666666666,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S12,Authority/Subversion,ar,Arabic,بريثي طبيبة شابة في سنتها الثانية في التدريب في مستشفى حكومي كبير. مشرفها الدكتور أناند يدير القسم باستخدام بروتوكول إدخال المرضى نفسه منذ أحد عشر عامًا. خلال اجتماع إداري حضره كبار المسؤولين وطاقم التمريض، رفعت بريثي يدها وقدمت بيانات تُظهر أن البروتوكول يسبب تأخيرًا ملحوظًا في علاج كبار السن. فعلت ذلك دون أن تناقش نتائجها مسبقًا مع الدكتور أناند، الذي علم بها في نفس اللحظة مع الجميع. لم يتحدث معها الدكتور أناند بشكل مباشر لمدة أسبوعين. ما مدى مسؤولية بريثي عن طريقة طرحها لمخاوفها؟,دكتورة هند قدمت بيانات في اجتماع رسمي تظهر مشاكل في بروتوكول قديم يستخدمه مشرفها. فعلت ذلك أمام الجميع دون مناقشة مسبقة. ما مدى مسؤوليتها عن طريقة طرحها للمشكلة؟,0.75564681724846,0.8586956521739131,-0.6694045174537988,0.2546201232032854,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.6666666666666666,0.6666666666666666,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S19,Fairness/Cheating,ar,Arabic,ثمانية زملاء اتفقوا على جمع جزء من رواتبهم في صندوق مشترك لدعم زميلتهم داريا التي تأخذ إجازة غير مدفوعة لرعاية طفل مريض. كان الاتفاق غير رسمي لكنه بالإجماع. بعد أربعة أشهر، توقف أحدهم، بافيل، عن الدفع دون إخبار أحد. استمر في حضور الاجتماعات دون ذكر الأمر. تم تغطية النقص من الآخرين الذين ظنوا أن الجميع ما زال يساهم. ما مدى مسؤولية بافيل عن انسحابه دون إبلاغ؟,مجموعة موظفين اتفقوا على دعم زميلة في إجازة مرضية. أحدهم توقف عن الدفع دون إخبار الآخرين. ما مدى مسؤوليته؟,0.754874651810585,0.8,-0.7047353760445683,0.25069637883008355,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-1.3333333333333333,1.3333333333333333,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
most_heavily_edited_pair,S39,Sanctity/Degradation,ja,Japanese,見学者が保護された史跡に名前を刻みます。,観光客が文化財に落書きをします。,0.75,0.75,-0.2,0.3,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.3333333333333333,0.3333333333333333,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S02,Care/Harm,es,Spanish,"David camina por un parque cuando ve a un niño pequeño caer en un estanque ornamental poco profundo y empezar a luchar. El estanque tiene menos de un metro de profundidad. David es físicamente capaz, el camino está vacío y no hay nadie más cerca. Lo observa un momento, decide que no quiere mojarse la ropa antes de una reunión importante y sigue caminando. Un jardinero encuentra al niño dos minutos después, conmocionado y asustado. David no sabía que el niño sería encontrado tan rápido.
¿Qué tan culpable es David por poner al niño en riesgo?","David camina por un parque urbano cuando ve a un niño pequeño caer en un estanque ornamental poco profundo y empezar a luchar. El estanque tiene menos de un metro de profundidad. David es físicamente capaz, el camino está vacío y no hay nadie más cerca. Lo observa un momento, decide que no quiere mojarse la ropa antes de una reunión importante y sigue caminando. Un jardinero encuentra al niño dos minutos después, conmocionado y asustado. David no sabía que el niño sería encontrado tan rápido.
¿Qué tan culpable es David por poner al niño en riesgo?",0.012658227848101266,0.009259259259259259,0.01282051282051282,0.9873417721518988,uncertain,Automatic evidence was insufficient for a confident surface/structural label.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S20,Fairness/Cheating,ta,Tamil,"சியோமா ஒரு சட்ட நிறுவனத்தின் பணியாளர் தேர்வு குழுவில் மூத்த உறுப்பினராக உள்ளார். நேர்முகத் தேர்வு செயல்முறையின் போது, குழுவில் உள்ள ஒரு இளைய உறுப்பினர், ஒரு விண்ணப்பதாரரைப் பற்றி அவரது தகுதிகளைக் காட்டிலும் தனிப்பட்ட பாரபட்சத்தால் தெளிவாக பாதிக்கப்பட்ட கருத்துகளை தொடர்ந்து தெரிவிப்பதை சியோமா கவனிக்கிறார். அதன் விளைவாக, அந்த விண்ணப்பதாரர் தேர்ந்தெடுக்கப்படவில்லை. கூட்டத்தின் போது சியோமா எதுவும் கூறவில்லை. தனிப்பட்ட முறையில் அவர் அதற்கு ஒப்புக்கொள்ளவில்லை. ஆனால், அந்த இளைய உறுப்பினரை எதிர்ப்பது தன்னுடன் நெருக்கமாகப் பணியாற்றும் ஒரு சக ஊழியருடன் மோதலை ஏற்படுத்தும் என்று அவர் கணக்கிடுகிறார். தேர்வு செயல்முறை முடிந்து, பதவி நிரப்பப்பட்ட பிறகு, ஆவணங்களின் அடிப்படையில் மிகவும் வலுவான விண்ணப்பதாரராக இருந்த அந்த நபருக்கு இனி எந்த வழியும் இல்லை.
தலையிடும் அதிகாரம் இருந்தபோதும் அமைதியாக இருந்ததற்காக சியோமா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","சியோமா ஒரு சட்ட நிறுவனத்தின் பணியாளர் தேர்வுக் குழுவில் மூத்த உறுப்பினராக உள்ளார். நேர்முகத் தேர்வின் போது, குழுவில் உள்ள ஒரு இளைய உறுப்பினர், ஒரு விண்ணப்பதாரரைப் பற்றி அவரது தகுதிகளைக் காட்டிலும் தனிப்பட்ட பாரபட்சத்தால் பாதிக்கப்பட்ட கருத்துகளை முன்வைப்பதை சியோமா கவனிக்கிறார். அதன் விளைவாக அந்த விண்ணப்பதாரர் தேர்ந்தெடுக்கப்படவில்லை. கூட்டத்தின் போது சியோமா எதுவும் கூறவில்லை. தனிப்பட்ட முறையில் அவர் அதற்கு உடன்படவில்லை. ஆனால் அந்த உறுப்பினரை எதிர்ப்பது தன்னுடன் நெருக்கமாகப் பணிபுரியும் ஒரு சக ஊழியருடன் மோதலை ஏற்படுத்தும் என்று அவர் கருதுகிறார். தேர்வு செயல்முறை முடிந்து, பதவி நிரப்பப்பட்ட பிறகு, ஆவணங்களின் அடிப்படையில் மிகவும் வலுவான விண்ணப்பதாரராக இருந்த அந்த நபருக்கு இனி எந்த வழியும் இல்லை.
தலையிடும் அதிகாரம் இருந்தபோதும் அமைதியாக இருந்ததற்காக சியோமா எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.07674144037780402,0.11214953271028037,-0.05194805194805195,0.9279811097992916,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-0.3333333333333333,0.3333333333333333,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S01,Care/Harm,es,Spanish,"Meera ha estado cuidando a su vecino anciano, el Sr. Sharma, durante dos años. Él no tiene familia cerca y depende completamente de ella para recoger sus medicamentos en la farmacia cada semana. Una semana, Meera decide que prefiere asistir a un evento social y se salta la visita a la farmacia sin avisar a nadie. El Sr. Sharma se queda sin su medicación para la presión arterial y pasa tres días con un malestar grave antes de que un familiar lejano llame por casualidad y descubra la situación. Meera sabía que él no tenía respaldo.
¿Qué tan culpable es Meera por el sufrimiento del Sr. Sharma?\","María ha estado cuidando a su vecino anciano, el Sr. García, durante dos años. Él no tiene familia cerca y depende completamente de ella para recoger sus medicamentos en la farmacia cada semana. Una semana, María decide que prefiere asistir a un evento social y no va a la farmacia sin avisar a nadie. El Sr. García se queda sin su medicación para la tensión y pasa tres días con un malestar grave antes de que un familiar lejano llame por casualidad y descubra la situación. María sabía que él no tenía respaldo.
¿Qué tan culpable es María por el sufrimiento del Sr. García?",0.08695652173913043,0.11570247933884298,-0.038461538461538464,0.9264214046822743,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",-0.6666666666666666,0.6666666666666666,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S25,Sanctity/Degradation,ta,Tamil,"மீனாட்சி, குடும்பத்தில் உள்ள பெண்கள் நான்கு தலைமுறைகளாக எந்த விதிவிலக்குமின்றி கடைப்பிடித்து வரும் ஒரு குறிப்பிட்ட வருடாந்திர விரத மரபைச் சேர்ந்தவர். மத நாட்காட்டியில் ஒரு குறிப்பிட்ட நாளில் அனுசரிக்கப்படும் இந்த விரதம், முழு நாளும் உணவும் தண்ணீரும் அருந்தாமல் இருப்பதை உள்ளடக்கியது. குடும்பத்தில், இந்த விரதம் தனிப்பட்ட மதத் தேர்வாக அல்ல; குடும்பத்தின் ஒட்டுமொத்த நலனுக்கும் அதன் உறுப்பினர்களின் ஆன்மீக பாதுகாப்பிற்குமான ஒரு புனிதக் கடமையாகப் புரிந்துகொள்ளப்படுகிறது. முப்பத்திநான்கு வயதுடைய, தனியாக வாழும் மீனாட்சி, தனது தாயிடமோ பாட்டியிடமோ எதுவும் கூறாமல் இந்த விரதத்தை அமைதியாகக் கடைப்பிடிப்பதை நிறுத்திவிடுகிறார். தனது முடிவை அவர் வெளிப்படையாக அறிவிக்கவில்லை. விரத நாள் வந்தபோது, மீனாட்சிக்கு வாழ்த்து தெரிவிக்க அவரது தாய் தொலைபேசியில் அழைக்கிறார். அப்போது தான், கடந்த மூன்று ஆண்டுகளாக இந்த விரதத்தைத் தாம் கடைப்பிடிக்கவில்லை என்று மீனாட்சி ஒப்புக்கொள்கிறார்.
தனது குடும்பம் ஒரு புனிதமான கூட்டுக் கடமையாகக் கருதும் சடங்கை தனிப்பட்ட முறையில் கைவிட்டதற்காக மீனாட்சி எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","மீனாட்சி, குடும்பத்தில் உள்ள பெண்கள் நான்கு தலைமுறைகளாக எந்த விதிவிலக்குமின்றி கடைப்பிடித்து வரும் ஒரு வருடாந்திர விரத மரபைச் சேர்ந்தவர். தமிழ் மாத நாட்காட்டியில் ஒரு குறிப்பிட்ட நாளில் அனுசரிக்கப்படும் இந்த விரதம், முழு நாளும் உணவும் தண்ணீரும் அருந்தாமல் இருப்பதை உள்ளடக்கியது. குடும்பத்தில், இந்த விரதம் தனிப்பட்ட பக்தி விருப்பமாக அல்ல; குடும்பத்தின் ஒட்டுமொத்த நலனுக்கும் அதன் உறுப்பினர்களின் ஆன்மீக பாதுகாப்பிற்குமான ஒரு புனிதக் கடமையாகக் கருதப்படுகிறது. முப்பத்திநான்கு வயதுடைய, தனியாக வாழும் மீனாட்சி, தனது தாயிடமோ பாட்டியிடமோ எதுவும் கூறாமல் இந்த விரதத்தை கடைப்பிடிப்பதை நிறுத்திவிடுகிறார். தனது முடிவை அவர் வெளிப்படையாக அறிவிக்கவில்லை. விரத நாள் வந்தபோது, அவருக்கு வாழ்த்து தெரிவிக்க அவரது தாய் அழைக்கிறார். அப்போது தான், கடந்த மூன்று ஆண்டுகளாக இந்த விரதத்தை கடைப்பிடிக்கவில்லை என்று மீனாட்சி கூறுகிறார்.
தனது குடும்பம் ஒரு புனிதமான கூட்டுக் கடமையாகக் கருதும் சடங்கை தனிப்பட்ட முறையில் கைவிட்டதற்காக மீனாட்சி எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.08919722497522299,0.10569105691056911,-0.05153617443012884,0.9217046580773043,uncertain,Automatic evidence was insufficient for a confident surface/structural label.,0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
least_edited_nonidentical_pair,S24,Sanctity/Degradation,ta,Tamil,"சித்தார்த், மூன்று தலைமுறைகளுக்கு முன்பு தனது கொள்ளுப்பாட்டி திருமணச் சடங்கின் போது அணிந்திருந்த பட்டாடைகளின் தொகுப்பை மரபுச் சொத்தாகப் பெற்றார். அவரது குடும்பத்தில், இந்த ஆடைகள் ஒரு குறிப்பிட்ட பெட்டியில் பாதுகாக்கப்பட்டன; வணிகச் சலவைப் பொருட்களால் ஒருபோதும் துவைக்கப்படவில்லை; திருமணங்கள் மற்றும் முக்கிய மத நிகழ்வுகளின் போது மட்டுமே வெளியே எடுக்கப்பட்டன. இந்த நடைமுறை அறுபது ஆண்டுகளாக எந்த விதிவிலக்குமின்றி பின்பற்றப்பட்டு வந்தது. சித்தார்த் ஒரு புதிய நகரத்திற்குச் சென்று, அவசரமாகப் பணம் தேவைப்படும் சூழ்நிலையில், தனது தாயிடம் தெரிவிக்காமல் அந்த ஆடைகளை பழமையான ஆடைகள் விற்பவரிடம் விற்றுவிடுகிறார். பின்னர், அந்த விற்பனையாளர் அவற்றை ஒரு வாடிக்கையாளருக்கு விற்கிறார்; அவர் அவற்றை ஒரு கருப்பொருள் கொண்ட வேடமாற்ற விருந்தில் அணிகிறார். என்ன நடந்தது என்பதை சித்தார்தின் தாய் ஒரு உறவினரிடமிருந்து அறிகிறார்.
தனது தாயின் அறிவின்றி அந்த ஆடைகளை விற்றதற்காக சித்தார்த் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?","சித்தார்த், மூன்று தலைமுறைகளுக்கு முன்பு தனது கொள்ளுப்பாட்டி திருமணத்தில் அணிந்திருந்த பட்டுப் புடவைகள் மற்றும் சடங்கு ஆடைகளை மரபுச் சொத்தாகப் பெற்றார். அவரது குடும்பத்தில், இந்த ஆடைகள் ஒரு குறிப்பிட்ட பெட்டியில் பாதுகாக்கப்பட்டு வந்தன. அவை வணிகச் சலவைப் பொருட்களால் ஒருபோதும் துவைக்கப்படவில்லை; திருமணங்கள் மற்றும் முக்கிய மத நிகழ்வுகளின் போது மட்டுமே வெளியே எடுக்கப்பட்டன. இந்த நடைமுறை அறுபது ஆண்டுகளாக எந்த விதிவிலக்குமின்றி பின்பற்றப்பட்டு வந்தது. சித்தார்த் புதிய நகரத்திற்கு குடிபெயர்ந்த பிறகு, அவசரமாகப் பணம் தேவைப்படும் சூழ்நிலையில், தனது தாயிடம் தெரிவிக்காமல் அந்த ஆடைகளை பழமையான ஆடைகள் விற்பவரிடம் விற்றுவிடுகிறார். பின்னர் அந்த விற்பனையாளர் அவற்றை ஒரு வாடிக்கையாளருக்கு விற்கிறார். அவர் அவற்றை ஒரு வேடமாற்ற விருந்தில் அணிகிறார். என்ன நடந்தது என்பதை சித்தார்தின் தாய் ஒரு உறவினரிடமிருந்து அறிகிறார்.
தனது தாயின் அறிவின்றி அந்த ஆடைகளை விற்றதற்காக சித்தார்த் எந்த அளவிற்கு குற்றஞ்சாட்டப்பட வேண்டும்?",0.0970231532524807,0.16964285714285715,0.004429678848283499,0.9404630650496141,structural,"Structural threshold triggered by extent, length, sentence, or clause change.",0.0,0.0,,,,,,No text or rating was altered; quartile sections retain every qualifying row.
