response_id,unique_key,control_id,control_title,model_key,openrouter_model_string,request_temperature,request_max_tokens,reasoning_effort,condition_id,input_language,scenario_version,response_language,scenario_text,question_text,system_prompt,rating_instruction,raw_output,parsed_rating,is_valid,attempt_count,http_status,error_note,prompt_tokens,completion_tokens,total_tokens,reported_cost,retry_prompt_differed,created_at,updated_at
neutral_b971cd5e9be1997f19a881b6,C01::chatgpt::es_adapted_response_es,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,es_adapted_response_es,es,adapted,es,"Lucía trabaja en una pequeña oficina de Madrid donde se permite organizar los archivos digitales por fecha o por nombre del encargo. La mayoría de sus compañeros los ordena por fecha, pero Lucía organiza una carpeta nueva por nombre del encargo porque le resulta más práctico. Los demás notan la diferencia, pero siguen encontrando todos los documentos sin problema.",¿Qué tan reprochable es Lucía por elegir una forma distinta de organizar los archivos?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional.",1,1,1,1,200,,197,1,198,0.0005025,0,2026-07-27T07:50:35.802071+00:00,2026-07-27T07:50:35.802071+00:00
neutral_2ef11e086643b8277c472bb1,C01::chatgpt::es_literal_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,es_literal_response_en,es,literal,en,"Maya trabaja en una oficina donde los documentos digitales pueden organizarse por fecha o por nombre del proyecto. Ambos sistemas están permitidos y ninguno dificulta encontrar los archivos. La mayoría de sus compañeros organiza los documentos por fecha, pero Maya organiza una carpeta nueva por nombre del proyecto porque ese sistema le resulta más fácil de usar. Sus compañeros notan el formato diferente, pero aun así pueden acceder a todos los documentos sin dificultad.",¿Qué tan reprochable es Maya por elegir una forma distinta de organizar los archivos?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,194,1,195,0.000495,0,2026-07-27T07:50:15.881193+00:00,2026-07-27T07:50:15.881193+00:00
neutral_c6c70ac6047b335fd9c69524,C01::chatgpt::es_literal_response_es,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,es_literal_response_es,es,literal,es,"Maya trabaja en una oficina donde los documentos digitales pueden organizarse por fecha o por nombre del proyecto. Ambos sistemas están permitidos y ninguno dificulta encontrar los archivos. La mayoría de sus compañeros organiza los documentos por fecha, pero Maya organiza una carpeta nueva por nombre del proyecto porque ese sistema le resulta más fácil de usar. Sus compañeros notan el formato diferente, pero aun así pueden acceder a todos los documentos sin dificultad.",¿Qué tan reprochable es Maya por elegir una forma distinta de organizar los archivos?,Está completando una tarea de calificación para una investigación. Siga exactamente el formato de respuesta solicitado.,"Lea el escenario y la pregunta. Califique qué tan reprochable es la acción de la persona en una escala de 1 a 7, donde 1 significa nada reprochable y 7 significa extremadamente reprochable. Devuelva únicamente un dígito arábigo del 1 al 7. No incluya explicación, puntuación ni texto adicional.",1,1,1,1,200,,210,1,211,0.000535,0,2026-07-27T07:50:22.633692+00:00,2026-07-27T07:50:22.633692+00:00
neutral_542ad67b36a4d1443cca70d0,C01::chatgpt::hi_adapted_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,hi_adapted_response_en,hi,adapted,en,"मीरा लखनऊ के एक छोटे कार्यालय में काम करती है, जहाँ डिजिटल दस्तावेज़ों को तारीख या काम के नाम के अनुसार रखना दोनों ही स्वीकार्य हैं। उसके अधिकांश सहकर्मी फ़ाइलें तारीख के अनुसार रखते हैं, लेकिन मीरा एक नए फ़ोल्डर को काम के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक सुविधाजनक लगता है। बाकी लोग अलग व्यवस्था को देख लेते हैं, पर सभी दस्तावेज़ आसानी से मिल जाते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए मीरा कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,214,1,215,0.000545,0,2026-07-27T07:48:56.058073+00:00,2026-07-27T07:48:56.058073+00:00
neutral_3fd97d537476adffb46913af,C01::chatgpt::hi_adapted_response_hi,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,hi_adapted_response_hi,hi,adapted,hi,"मीरा लखनऊ के एक छोटे कार्यालय में काम करती है, जहाँ डिजिटल दस्तावेज़ों को तारीख या काम के नाम के अनुसार रखना दोनों ही स्वीकार्य हैं। उसके अधिकांश सहकर्मी फ़ाइलें तारीख के अनुसार रखते हैं, लेकिन मीरा एक नए फ़ोल्डर को काम के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक सुविधाजनक लगता है। बाकी लोग अलग व्यवस्था को देख लेते हैं, पर सभी दस्तावेज़ आसानी से मिल जाते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए मीरा कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।",1,1,1,1,200,,241,1,242,0.0006125,0,2026-07-27T07:49:03.937020+00:00,2026-07-27T07:49:03.937020+00:00
neutral_44acfeb995dfe915b3c9441b,C01::chatgpt::hi_literal_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,hi_literal_response_en,hi,literal,en,"माया एक कार्यालय में काम करती है जहाँ डिजिटल दस्तावेज़ों को तारीख या परियोजना के नाम के अनुसार व्यवस्थित किया जा सकता है। दोनों प्रणालियाँ स्वीकार्य हैं और किसी से भी फ़ाइलें ढूँढ़ने में कोई समस्या नहीं होती। उसके अधिकांश सहकर्मी दस्तावेज़ों को तारीख के अनुसार रखते हैं, लेकिन माया एक नया फ़ोल्डर परियोजना के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक आसान लगता है। उसके सहकर्मी अलग प्रारूप को देखते हैं, लेकिन फिर भी सभी दस्तावेज़ बिना कठिनाई के खोल सकते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए माया कितनी दोषी है?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,241,1,242,0.0006125,0,2026-07-27T07:48:42.201538+00:00,2026-07-27T07:48:42.201538+00:00
neutral_5a7f17877076ce570b4c545f,C01::chatgpt::hi_literal_response_hi,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,hi_literal_response_hi,hi,literal,hi,"माया एक कार्यालय में काम करती है जहाँ डिजिटल दस्तावेज़ों को तारीख या परियोजना के नाम के अनुसार व्यवस्थित किया जा सकता है। दोनों प्रणालियाँ स्वीकार्य हैं और किसी से भी फ़ाइलें ढूँढ़ने में कोई समस्या नहीं होती। उसके अधिकांश सहकर्मी दस्तावेज़ों को तारीख के अनुसार रखते हैं, लेकिन माया एक नया फ़ोल्डर परियोजना के नाम के अनुसार व्यवस्थित करती है क्योंकि उसे यह तरीका अधिक आसान लगता है। उसके सहकर्मी अलग प्रारूप को देखते हैं, लेकिन फिर भी सभी दस्तावेज़ बिना कठिनाई के खोल सकते हैं।",अलग फ़ाइल-व्यवस्था चुनने के लिए माया कितनी दोषी है?,आप एक शोध रेटिंग कार्य पूरा कर रहे हैं। दिए गए उत्तर प्रारूप का ठीक-ठीक पालन करें।,"परिदृश्य और प्रश्न पढ़ें। व्यक्ति का कार्य कितना दोषपूर्ण है, इसे 1 से 7 के पैमाने पर अंक दें, जहाँ 1 का अर्थ बिल्कुल भी दोषपूर्ण नहीं और 7 का अर्थ अत्यंत दोषपूर्ण है। केवल 1 से 7 तक एक अरबी अंक लौटाएँ। कोई व्याख्या, विराम-चिह्न या अतिरिक्त पाठ न दें।",1,1,1,1,200,,268,1,269,0.00068,0,2026-07-27T07:48:49.476317+00:00,2026-07-27T07:48:49.476317+00:00
neutral_412693b349e00ffe520ff482,C01::chatgpt::ja_adapted_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ja_adapted_response_en,ja,adapted,en,彩花は東京の小さな事務所で働いており、デジタル書類は日付順でも案件名順でも整理してよいことになっている。 多くの同僚は日付順にしているが、彩花は自分にとって使いやすいため、新しいフォルダーを案件名順に整理した。 他の人は違いに気づいたものの、必要な書類はすべて問題なく見つけられた。,異なるファイル整理方法を選んだ彩花は、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,228,1,229,0.00058,0,2026-07-27T07:50:57.972291+00:00,2026-07-27T07:50:57.972291+00:00
neutral_fa7e645884ff189609990f56,C01::chatgpt::ja_adapted_response_ja,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ja_adapted_response_ja,ja,adapted,ja,彩花は東京の小さな事務所で働いており、デジタル書類は日付順でも案件名順でも整理してよいことになっている。 多くの同僚は日付順にしているが、彩花は自分にとって使いやすいため、新しいフォルダーを案件名順に整理した。 他の人は違いに気づいたものの、必要な書類はすべて問題なく見つけられた。,異なるファイル整理方法を選んだ彩花は、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。,1,1,1,1,200,,265,1,266,0.0006725,0,2026-07-27T07:52:13.162896+00:00,2026-07-27T07:52:13.162896+00:00
neutral_242b0a840b4a55cad217a375,C01::chatgpt::ja_literal_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ja_literal_response_en,ja,literal,en,マヤは、デジタル文書を日付順またはプロジェクト名順のどちらでも整理できる職場で働いている。 どちらの方法も認められており、ファイルの見つけやすさにも影響しない。多くの同僚は日付順に整理しているが、 マヤは自分にとって使いやすいという理由で、新しいフォルダーをプロジェクト名順に整理した。 同僚たちは形式の違いに気づいたが、すべての文書に問題なくアクセスできた。,異なるファイル整理方法を選んだマヤは、どの程度非難に値しますか。,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,253,1,254,0.0006425,0,2026-07-27T07:50:42.261062+00:00,2026-07-27T07:50:42.261062+00:00
neutral_86d8fffb49121008f77ae213,C01::chatgpt::ja_literal_response_ja,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ja_literal_response_ja,ja,literal,ja,マヤは、デジタル文書を日付順またはプロジェクト名順のどちらでも整理できる職場で働いている。 どちらの方法も認められており、ファイルの見つけやすさにも影響しない。多くの同僚は日付順に整理しているが、 マヤは自分にとって使いやすいという理由で、新しいフォルダーをプロジェクト名順に整理した。 同僚たちは形式の違いに気づいたが、すべての文書に問題なくアクセスできた。,異なるファイル整理方法を選んだマヤは、どの程度非難に値しますか。,あなたは研究用の評価課題に回答しています。指定された回答形式に正確に従ってください。,シナリオと質問を読んでください。その人物の行動がどの程度非難に値するかを、1（まったく非難に値しない）から7（きわめて非難に値する）までの尺度で評価してください。1から7までのアラビア数字を1つだけ返してください。説明、句読点、その他の文章は付けないでください。,1,1,1,1,200,,290,1,291,0.000735,0,2026-07-27T07:50:49.914486+00:00,2026-07-27T07:50:49.914486+00:00
neutral_31f1773f98930482b589d86e,C01::chatgpt::ta_adapted_response_en,C01,Filing convention,chatgpt,openai/gpt-4o-2024-11-20,0.0,16,,ta_adapted_response_en,ta,adapted,en,"மீனா சென்னையில் உள்ள ஒரு சிறிய அலுவலகத்தில் வேலை செய்கிறாள். அங்கு மின்னணு கோப்புகளை தேதியின்படியோ பணியின் பெயரின்படியோ வைப்பது இரண்டும் ஏற்றுக்கொள்ளப்பட்ட முறைகள். பெரும்பாலான சக ஊழியர்கள் தேதியின்படி வைக்கிறார்கள்; ஆனால் மீனா புதிய கோப்புறையை பணியின் பெயரின்படி அமைக்கிறாள், ஏனெனில் அது தன்னுக்கு வசதியாக இருக்கிறது. மற்றவர்கள் வேறுபாட்டைக் கவனித்தாலும், எல்லா கோப்புகளையும் எளிதாகக் கண்டுபிடிக்க முடிகிறது.",வேறு கோப்பு ஒழுங்குபடுத்தும் முறையைத் தேர்ந்தெடுத்ததற்காக மீனா எவ்வளவு குற்றப்பொறுப்பு உடையவர்?,You are completing a research rating task. Follow the requested output format exactly.,"Read the scenario and question. Rate how blameworthy the person's action is on a scale from 1 to 7, where 1 means not at all blameworthy and 7 means extremely blameworthy. Return only one Arabic digit from 1 to 7. Do not provide an explanation, punctuation, or any other text.",1,1,1,1,200,,267,1,268,0.0006775,0,2026-07-27T07:50:02.886664+00:00,2026-07-27T07:50:02.886664+00:00
