scenario_id,foundation,normalized_character_edit_rate,foundation_n
S19,Fairness/Cheating,0.32401315789473684,60
S19,Fairness/Cheating,0.5309859154929577,60
S19,Fairness/Cheating,0.1021978021978022,60
S19,Fairness/Cheating,0.5468509984639017,60
S19,Fairness/Cheating,0.5480427046263345,60
S19,Fairness/Cheating,0.754874651810585,60
S20,Fairness/Cheating,0.297029702970297,60
S20,Fairness/Cheating,0.46628407460545196,60
S20,Fairness/Cheating,0.07674144037780402,60
S20,Fairness/Cheating,0.5884892086330935,60
S20,Fairness/Cheating,0.49645390070921985,60
S20,Fairness/Cheating,0.7662337662337663,60
S21,Sanctity/Degradation,0.2754491017964072,54
S21,Sanctity/Degradation,0.5973053892215568,54
S21,Sanctity/Degradation,0.3350582147477361,54
S21,Sanctity/Degradation,0.5496062992125984,54
S21,Sanctity/Degradation,0.5822784810126582,54
S21,Sanctity/Degradation,0.7987421383647799,54
S22,Sanctity/Degradation,0.3190921228304406,54
S22,Sanctity/Degradation,0.5141643059490085,54
S22,Sanctity/Degradation,0.1345496009122007,54
S22,Sanctity/Degradation,0.5712383488681758,54
S22,Sanctity/Degradation,0.5567375886524822,54
S22,Sanctity/Degradation,0.8011869436201781,54
S23,Sanctity/Degradation,0.35724331926863573,54
S23,Sanctity/Degradation,0.6342780026990553,54
S23,Sanctity/Degradation,0.10476190476190476,54
S23,Sanctity/Degradation,0.6187150837988827,54
S23,Sanctity/Degradation,0.5607142857142857,54
S23,Sanctity/Degradation,0.7636363636363637,54
S24,Sanctity/Degradation,0.34829931972789113,54
S24,Sanctity/Degradation,0.6118598382749326,54
S24,Sanctity/Degradation,0.0970231532524807,54
S24,Sanctity/Degradation,0.6241610738255033,54
S24,Sanctity/Degradation,0.6720257234726688,54
S24,Sanctity/Degradation,0.7738853503184714,54
S25,Sanctity/Degradation,0.5371577574967406,54
S25,Sanctity/Degradation,0.5597014925373134,54
S25,Sanctity/Degradation,0.08919722497522299,54
S25,Sanctity/Degradation,0.6985854189336235,54
S25,Sanctity/Degradation,0.5761589403973509,54
S25,Sanctity/Degradation,0.8084507042253521,54
S26,Care/Harm,0.5849462365591398,66
S26,Care/Harm,0.48,66
S26,Care/Harm,0.4723926380368098,66
S26,Care/Harm,0.4676258992805755,66
S26,Care/Harm,0.5,66
S26,Care/Harm,0.6708860759493671,66
S27,Care/Harm,0.6547619047619048,66
S27,Care/Harm,0.7303370786516854,66
S27,Care/Harm,0.6309523809523809,66
S27,Care/Harm,0.5802469135802469,66
S27,Care/Harm,0.5769230769230769,66
S27,Care/Harm,0.5507246376811594,66
S28,Fairness/Cheating,0.5066666666666667,60
S28,Fairness/Cheating,0.7166666666666667,60
S28,Fairness/Cheating,0.4883720930232558,60
S28,Fairness/Cheating,0.4838709677419355,60
S28,Fairness/Cheating,0.88,60
S28,Fairness/Cheating,0.7068965517241379,60
S29,Loyalty/Betrayal,0.45588235294117646,60
S29,Loyalty/Betrayal,0.6031746031746031,60
S29,Loyalty/Betrayal,0.45714285714285713,60
S29,Loyalty/Betrayal,0.463768115942029,60
S29,Loyalty/Betrayal,0.3103448275862069,60
S29,Loyalty/Betrayal,0.4358974358974359,60
S30,Authority/Subversion,0.6091954022988506,60
S30,Authority/Subversion,0.65625,60
S30,Authority/Subversion,0.5641025641025641,60
S30,Authority/Subversion,0.4266666666666667,60
S30,Authority/Subversion,0.34782608695652173,60
S30,Authority/Subversion,0.5357142857142857,60
S31,Fairness/Cheating,0.46017699115044247,60
S31,Fairness/Cheating,0.4578313253012048,60
S31,Fairness/Cheating,0.3488372093023256,60
S31,Fairness/Cheating,0.5056179775280899,60
S31,Fairness/Cheating,0.6153846153846154,60
S31,Fairness/Cheating,0.673469387755102,60
S32,Loyalty/Betrayal,0.6170212765957447,60
S32,Loyalty/Betrayal,0.6708860759493671,60
S32,Loyalty/Betrayal,0.691358024691358,60
S32,Loyalty/Betrayal,0.654320987654321,60
S32,Loyalty/Betrayal,0.5666666666666667,60
S32,Loyalty/Betrayal,0.7674418604651163,60
S33,Authority/Subversion,0.7362637362637363,60
S33,Authority/Subversion,0.4909090909090909,60
S33,Authority/Subversion,0.5303030303030303,60
S33,Authority/Subversion,0.39285714285714285,60
S33,Authority/Subversion,0.5263157894736842,60
S33,Authority/Subversion,0.38,60
S34,Sanctity/Degradation,0.42857142857142855,54
S34,Sanctity/Degradation,0.6901408450704225,54
S34,Sanctity/Degradation,0.6470588235294118,54
S34,Sanctity/Degradation,0.7571428571428571,54
S34,Sanctity/Degradation,0.5,54
S34,Sanctity/Degradation,0.5961538461538461,54
S35,Care/Harm,0.5454545454545454,66
S35,Care/Harm,0.6268656716417911,66
S35,Care/Harm,0.4943820224719101,66
S35,Care/Harm,0.6,66
S35,Care/Harm,0.5416666666666666,66
S35,Care/Harm,0.5573770491803278,66
S36,Fairness/Cheating,0.6626506024096386,60
S36,Fairness/Cheating,0.44776119402985076,60
S36,Fairness/Cheating,0.44155844155844154,60
S36,Fairness/Cheating,0.6404494382022472,60
S36,Fairness/Cheating,0.68,60
S36,Fairness/Cheating,0.5,60
S37,Loyalty/Betrayal,0.5957446808510638,60
S37,Loyalty/Betrayal,0.509090909090909,60
S37,Loyalty/Betrayal,0.5172413793103449,60
S37,Loyalty/Betrayal,0.5394736842105263,60
S37,Loyalty/Betrayal,0.5238095238095238,60
S37,Loyalty/Betrayal,0.2682926829268293,60
S38,Authority/Subversion,0.6493506493506493,60
S38,Authority/Subversion,0.45901639344262296,60
S38,Authority/Subversion,0.5740740740740741,60
S38,Authority/Subversion,0.65,60
S38,Authority/Subversion,0.5833333333333334,60
S38,Authority/Subversion,0.5370370370370371,60
S39,Sanctity/Degradation,0.44285714285714284,54
S39,Sanctity/Degradation,0.5303030303030303,54
S39,Sanctity/Degradation,0.3684210526315789,54
S39,Sanctity/Degradation,0.18309859154929578,54
S39,Sanctity/Degradation,0.75,54
S39,Sanctity/Degradation,0.4318181818181818,54
S40,Care/Harm,0.4117647058823529,66
S40,Care/Harm,0.41379310344827586,66
S40,Care/Harm,0.4533333333333333,66
S40,Care/Harm,0.5641025641025641,66
S40,Care/Harm,0.7586206896551724,66
S40,Care/Harm,0.5769230769230769,66
S41,Fairness/Cheating,0.5700934579439252,60
S41,Fairness/Cheating,0.3972602739726027,60
S41,Fairness/Cheating,0.4606741573033708,60
S41,Fairness/Cheating,0.5473684210526316,60
S41,Fairness/Cheating,0.6086956521739131,60
S41,Fairness/Cheating,0.3148148148148148,60
S42,Loyalty/Betrayal,0.5061728395061729,60
S42,Loyalty/Betrayal,0.36923076923076925,60
S42,Loyalty/Betrayal,0.5949367088607594,60
S42,Loyalty/Betrayal,0.7341772151898734,60
S42,Loyalty/Betrayal,0.6521739130434783,60
S42,Loyalty/Betrayal,0.58,60
S43,Authority/Subversion,0.4819277108433735,60
S43,Authority/Subversion,0.5932203389830508,60
S43,Authority/Subversion,0.417910447761194,60
S43,Authority/Subversion,0.40298507462686567,60
S43,Authority/Subversion,0.47368421052631576,60
S43,Authority/Subversion,0.6122448979591837,60
S44,Sanctity/Degradation,0.6571428571428571,54
S44,Sanctity/Degradation,0.7213114754098361,54
S44,Sanctity/Degradation,0.7101449275362319,54
S44,Sanctity/Degradation,0.7142857142857143,54
S44,Sanctity/Degradation,0.43478260869565216,54
S44,Sanctity/Degradation,0.5306122448979592,54
S45,Care/Harm,0.632183908045977,66
S45,Care/Harm,0.7638888888888888,66
S45,Care/Harm,0.6470588235294118,66
S45,Care/Harm,0.5416666666666666,66
S45,Care/Harm,0.5416666666666666,66
S45,Care/Harm,0.46808510638297873,66
S46,Fairness/Cheating,0.5362318840579711,60
S46,Fairness/Cheating,0.43333333333333335,60
S46,Fairness/Cheating,0.5714285714285714,60
S46,Fairness/Cheating,0.6557377049180327,60
S46,Fairness/Cheating,0.7142857142857143,60
S46,Fairness/Cheating,0.4444444444444444,60
S47,Loyalty/Betrayal,0.4111111111111111,60
S47,Loyalty/Betrayal,0.6724137931034483,60
S47,Loyalty/Betrayal,0.6779661016949152,60
S47,Loyalty/Betrayal,0.6451612903225806,60
S47,Loyalty/Betrayal,0.7619047619047619,60
S47,Loyalty/Betrayal,0.675,60
S48,Authority/Subversion,0.5,60
S48,Authority/Subversion,0.5245901639344263,60
S48,Authority/Subversion,0.4,60
S48,Authority/Subversion,0.7258064516129032,60
S48,Authority/Subversion,0.7,60
S48,Authority/Subversion,0.7317073170731707,60
S49,Sanctity/Degradation,0.3010752688172043,54
S49,Sanctity/Degradation,0.6379310344827587,54
S49,Sanctity/Degradation,0.639344262295082,54
S49,Sanctity/Degradation,0.5686274509803921,54
S49,Sanctity/Degradation,0.5555555555555556,54
S49,Sanctity/Degradation,0.4583333333333333,54
S50,Care/Harm,0.5052631578947369,66
S50,Care/Harm,0.5,66
S50,Care/Harm,0.4262295081967213,66
S50,Care/Harm,0.5797101449275363,66
S50,Care/Harm,0.5652173913043478,66
S50,Care/Harm,0.5471698113207547,66
