scenario_id,language,model,normalized_character_edit_rate,absolute_adaptation_effect,signed_adaptation_effect,total_n,model_n
S10,Bengali,Gemini 3.5 Flash,0.6187050359712231,0.0,0.0,900,300
S10,Tamil,GPT-4o,0.16183574879227053,0.0,0.0,900,300
S10,Tamil,Claude Sonnet 4.6,0.16183574879227053,1.0,-1.0,900,300
S10,Tamil,Gemini 3.5 Flash,0.16183574879227053,0.0,0.0,900,300
S10,Spanish,GPT-4o,0.41750358680057387,3.0,-3.0,900,300
S10,Spanish,Claude Sonnet 4.6,0.41750358680057387,1.0,-1.0,900,300
S10,Spanish,Gemini 3.5 Flash,0.41750358680057387,1.0,-1.0,900,300
S10,Japanese,GPT-4o,0.7024221453287197,2.0,-2.0,900,300
S10,Japanese,Claude Sonnet 4.6,0.7024221453287197,0.0,0.0,900,300
S10,Japanese,Gemini 3.5 Flash,0.7024221453287197,2.0,-2.0,900,300
S10,Arabic,GPT-4o,0.7102137767220903,1.0,-1.0,900,300
S10,Arabic,Claude Sonnet 4.6,0.7102137767220903,1.0,-1.0,900,300
S10,Arabic,Gemini 3.5 Flash,0.7102137767220903,1.0,-1.0,900,300
S11,Hindi,GPT-4o,0.47723935389133626,1.0,-1.0,900,300
S11,Hindi,Claude Sonnet 4.6,0.47723935389133626,0.0,0.0,900,300
S11,Hindi,Gemini 3.5 Flash,0.47723935389133626,0.0,0.0,900,300
S11,Bengali,GPT-4o,0.4616419919246299,1.0,1.0,900,300
S11,Bengali,Claude Sonnet 4.6,0.4616419919246299,0.0,0.0,900,300
S11,Bengali,Gemini 3.5 Flash,0.4616419919246299,0.0,0.0,900,300
S11,Tamil,GPT-4o,0.2804123711340206,0.0,0.0,900,300
S11,Tamil,Claude Sonnet 4.6,0.2804123711340206,0.0,0.0,900,300
S11,Tamil,Gemini 3.5 Flash,0.2804123711340206,0.0,0.0,900,300
S11,Spanish,GPT-4o,0.4167794316644114,1.0,-1.0,900,300
S11,Spanish,Claude Sonnet 4.6,0.4167794316644114,0.0,0.0,900,300
S11,Spanish,Gemini 3.5 Flash,0.4167794316644114,1.0,-1.0,900,300
S11,Japanese,GPT-4o,0.7138461538461538,2.0,-2.0,900,300
S11,Japanese,Claude Sonnet 4.6,0.7138461538461538,0.0,0.0,900,300
S11,Japanese,Gemini 3.5 Flash,0.7138461538461538,1.0,-1.0,900,300
S11,Arabic,GPT-4o,0.6096491228070176,0.0,0.0,900,300
S11,Arabic,Claude Sonnet 4.6,0.6096491228070176,0.0,0.0,900,300
S11,Arabic,Gemini 3.5 Flash,0.6096491228070176,1.0,-1.0,900,300
S12,Hindi,GPT-4o,0.26443768996960487,0.0,0.0,900,300
S12,Hindi,Claude Sonnet 4.6,0.26443768996960487,0.0,0.0,900,300
S12,Hindi,Gemini 3.5 Flash,0.26443768996960487,1.0,-1.0,900,300
S12,Bengali,GPT-4o,0.5282485875706214,0.0,0.0,900,300
S12,Bengali,Claude Sonnet 4.6,0.5282485875706214,0.0,0.0,900,300
S12,Bengali,Gemini 3.5 Flash,0.5282485875706214,0.0,0.0,900,300
S12,Tamil,GPT-4o,0.2747126436781609,0.0,0.0,900,300
S12,Tamil,Claude Sonnet 4.6,0.2747126436781609,0.0,0.0,900,300
S12,Tamil,Gemini 3.5 Flash,0.2747126436781609,0.0,0.0,900,300
S12,Spanish,GPT-4o,0.45919778699861685,0.0,0.0,900,300
S12,Spanish,Claude Sonnet 4.6,0.45919778699861685,0.0,0.0,900,300
S12,Spanish,Gemini 3.5 Flash,0.45919778699861685,1.0,-1.0,900,300
S12,Japanese,GPT-4o,0.6374622356495468,0.0,0.0,900,300
S12,Japanese,Claude Sonnet 4.6,0.6374622356495468,0.0,0.0,900,300
S12,Japanese,Gemini 3.5 Flash,0.6374622356495468,0.0,0.0,900,300
S12,Arabic,GPT-4o,0.75564681724846,1.0,1.0,900,300
S12,Arabic,Claude Sonnet 4.6,0.75564681724846,0.0,0.0,900,300
S12,Arabic,Gemini 3.5 Flash,0.75564681724846,1.0,1.0,900,300
S13,Hindi,GPT-4o,0.4511834319526627,1.0,-1.0,900,300
S13,Hindi,Claude Sonnet 4.6,0.4511834319526627,0.0,0.0,900,300
S13,Hindi,Gemini 3.5 Flash,0.4511834319526627,0.0,0.0,900,300
S13,Bengali,GPT-4o,0.5649072753209701,1.0,-1.0,900,300
S13,Bengali,Claude Sonnet 4.6,0.5649072753209701,0.0,0.0,900,300
S13,Bengali,Gemini 3.5 Flash,0.5649072753209701,1.0,1.0,900,300
S13,Tamil,GPT-4o,0.2395005675368899,0.0,0.0,900,300
S13,Tamil,Claude Sonnet 4.6,0.2395005675368899,0.0,0.0,900,300
S13,Tamil,Gemini 3.5 Flash,0.2395005675368899,1.0,1.0,900,300
S13,Spanish,GPT-4o,0.5421836228287841,0.0,0.0,900,300
S13,Spanish,Claude Sonnet 4.6,0.5421836228287841,1.0,-1.0,900,300
S13,Spanish,Gemini 3.5 Flash,0.5421836228287841,0.0,0.0,900,300
S13,Japanese,GPT-4o,0.44904458598726116,0.0,0.0,900,300
S13,Japanese,Claude Sonnet 4.6,0.44904458598726116,0.0,0.0,900,300
S13,Japanese,Gemini 3.5 Flash,0.44904458598726116,0.0,0.0,900,300
S13,Arabic,GPT-4o,0.8007380073800738,1.0,-1.0,900,300
S13,Arabic,Claude Sonnet 4.6,0.8007380073800738,1.0,-1.0,900,300
S13,Arabic,Gemini 3.5 Flash,0.8007380073800738,1.0,-1.0,900,300
S14,Hindi,GPT-4o,0.32599724896836313,0.0,0.0,900,300
S14,Hindi,Claude Sonnet 4.6,0.32599724896836313,0.0,0.0,900,300
S14,Hindi,Gemini 3.5 Flash,0.32599724896836313,0.0,0.0,900,300
S14,Bengali,GPT-4o,0.4823815309842041,0.0,0.0,900,300
S14,Bengali,Claude Sonnet 4.6,0.4823815309842041,1.0,1.0,900,300
S14,Bengali,Gemini 3.5 Flash,0.4823815309842041,0.0,0.0,900,300
S14,Tamil,GPT-4o,0.1912087912087912,0.0,0.0,900,300
S14,Tamil,Claude Sonnet 4.6,0.1912087912087912,0.0,0.0,900,300
S14,Tamil,Gemini 3.5 Flash,0.1912087912087912,0.0,0.0,900,300
S14,Spanish,GPT-4o,0.5843137254901961,1.0,1.0,900,300
S14,Spanish,Claude Sonnet 4.6,0.5843137254901961,1.0,-1.0,900,300
S14,Spanish,Gemini 3.5 Flash,0.5843137254901961,0.0,0.0,900,300
S14,Japanese,GPT-4o,0.6268656716417911,1.0,1.0,900,300
S14,Japanese,Claude Sonnet 4.6,0.6268656716417911,0.0,0.0,900,300
S14,Japanese,Gemini 3.5 Flash,0.6268656716417911,0.0,0.0,900,300
S14,Arabic,GPT-4o,0.7581395348837209,1.0,-1.0,900,300
S14,Arabic,Claude Sonnet 4.6,0.7581395348837209,0.0,0.0,900,300
S14,Arabic,Gemini 3.5 Flash,0.7581395348837209,0.0,0.0,900,300
S15,Hindi,GPT-4o,0.43278688524590164,1.0,-1.0,900,300
S15,Hindi,Claude Sonnet 4.6,0.43278688524590164,0.0,0.0,900,300
S15,Hindi,Gemini 3.5 Flash,0.43278688524590164,0.0,0.0,900,300
S15,Bengali,GPT-4o,0.5609756097560976,0.0,0.0,900,300
S15,Bengali,Claude Sonnet 4.6,0.5609756097560976,0.0,0.0,900,300
S15,Bengali,Gemini 3.5 Flash,0.5609756097560976,0.0,0.0,900,300
S15,Tamil,GPT-4o,0.11837655016910936,0.0,0.0,900,300
S15,Tamil,Claude Sonnet 4.6,0.11837655016910936,0.0,0.0,900,300
S15,Tamil,Gemini 3.5 Flash,0.11837655016910936,0.0,0.0,900,300
S15,Spanish,GPT-4o,0.556420233463035,1.0,-1.0,900,300
S15,Spanish,Claude Sonnet 4.6,0.556420233463035,1.0,-1.0,900,300
S15,Spanish,Gemini 3.5 Flash,0.556420233463035,0.0,0.0,900,300
S15,Japanese,GPT-4o,0.6253687315634219,0.0,0.0,900,300
S15,Japanese,Claude Sonnet 4.6,0.6253687315634219,0.0,0.0,900,300
S15,Japanese,Gemini 3.5 Flash,0.6253687315634219,0.0,0.0,900,300
S15,Arabic,GPT-4o,0.7780678851174935,1.0,1.0,900,300
S15,Arabic,Claude Sonnet 4.6,0.7780678851174935,0.0,0.0,900,300
S15,Arabic,Gemini 3.5 Flash,0.7780678851174935,0.0,0.0,900,300
S16,Hindi,GPT-4o,0.31345565749235477,0.0,0.0,900,300
S16,Hindi,Claude Sonnet 4.6,0.31345565749235477,1.0,1.0,900,300
S16,Hindi,Gemini 3.5 Flash,0.31345565749235477,0.0,0.0,900,300
S16,Bengali,GPT-4o,0.5315315315315315,1.0,-1.0,900,300
S16,Bengali,Claude Sonnet 4.6,0.5315315315315315,0.0,0.0,900,300
S16,Bengali,Gemini 3.5 Flash,0.5315315315315315,1.0,1.0,900,300
S16,Tamil,GPT-4o,0.1468459152016546,0.0,0.0,900,300
S16,Tamil,Claude Sonnet 4.6,0.1468459152016546,0.0,0.0,900,300
S16,Tamil,Gemini 3.5 Flash,0.1468459152016546,1.0,1.0,900,300
S16,Spanish,GPT-4o,0.5249266862170088,0.0,0.0,900,300
S16,Spanish,Claude Sonnet 4.6,0.5249266862170088,1.0,-1.0,900,300
S16,Spanish,Gemini 3.5 Flash,0.5249266862170088,2.0,-2.0,900,300
S16,Japanese,GPT-4o,0.4984709480122324,0.0,0.0,900,300
S16,Japanese,Claude Sonnet 4.6,0.4984709480122324,0.0,0.0,900,300
S16,Japanese,Gemini 3.5 Flash,0.4984709480122324,1.0,1.0,900,300
S16,Arabic,GPT-4o,0.7735849056603774,2.0,-2.0,900,300
S16,Arabic,Claude Sonnet 4.6,0.7735849056603774,2.0,-2.0,900,300
S16,Arabic,Gemini 3.5 Flash,0.7735849056603774,2.0,-2.0,900,300
S17,Hindi,GPT-4o,0.5526695526695526,0.0,0.0,900,300
S17,Hindi,Claude Sonnet 4.6,0.5526695526695526,1.0,-1.0,900,300
S17,Hindi,Gemini 3.5 Flash,0.5526695526695526,0.0,0.0,900,300
S17,Bengali,GPT-4o,0.5546666666666666,1.0,-1.0,900,300
S17,Bengali,Claude Sonnet 4.6,0.5546666666666666,0.0,0.0,900,300
S17,Bengali,Gemini 3.5 Flash,0.5546666666666666,1.0,-1.0,900,300
S17,Tamil,GPT-4o,0.11192468619246862,0.0,0.0,900,300
S17,Tamil,Claude Sonnet 4.6,0.11192468619246862,0.0,0.0,900,300
S17,Tamil,Gemini 3.5 Flash,0.11192468619246862,1.0,-1.0,900,300
S17,Spanish,GPT-4o,0.6326002587322122,1.0,-1.0,900,300
S17,Spanish,Claude Sonnet 4.6,0.6326002587322122,1.0,-1.0,900,300
S17,Spanish,Gemini 3.5 Flash,0.6326002587322122,1.0,-1.0,900,300
S17,Japanese,GPT-4o,0.607773851590106,1.0,1.0,900,300
S17,Japanese,Claude Sonnet 4.6,0.607773851590106,0.0,0.0,900,300
S17,Japanese,Gemini 3.5 Flash,0.607773851590106,0.0,0.0,900,300
S17,Arabic,GPT-4o,0.7601156069364162,1.0,1.0,900,300
S17,Arabic,Claude Sonnet 4.6,0.7601156069364162,0.0,0.0,900,300
S17,Arabic,Gemini 3.5 Flash,0.7601156069364162,1.0,1.0,900,300
S18,Hindi,GPT-4o,0.5375,1.0,-1.0,900,300
S18,Hindi,Claude Sonnet 4.6,0.5375,1.0,-1.0,900,300
S18,Hindi,Gemini 3.5 Flash,0.5375,1.0,-1.0,900,300
S18,Bengali,GPT-4o,0.5631720430107527,0.0,0.0,900,300
S18,Bengali,Claude Sonnet 4.6,0.5631720430107527,0.0,0.0,900,300
S18,Bengali,Gemini 3.5 Flash,0.5631720430107527,0.0,0.0,900,300
S18,Tamil,GPT-4o,0.22857142857142856,0.0,0.0,900,300
S18,Tamil,Claude Sonnet 4.6,0.22857142857142856,0.0,0.0,900,300
S18,Tamil,Gemini 3.5 Flash,0.22857142857142856,0.0,0.0,900,300
S18,Spanish,GPT-4o,0.6319526627218935,0.0,0.0,900,300
S18,Spanish,Claude Sonnet 4.6,0.6319526627218935,0.0,0.0,900,300
S18,Spanish,Gemini 3.5 Flash,0.6319526627218935,0.0,0.0,900,300
S18,Japanese,GPT-4o,0.5015479876160991,0.0,0.0,900,300
S18,Japanese,Claude Sonnet 4.6,0.5015479876160991,0.0,0.0,900,300
S18,Japanese,Gemini 3.5 Flash,0.5015479876160991,0.0,0.0,900,300
S18,Arabic,GPT-4o,0.7342192691029901,1.0,-1.0,900,300
S18,Arabic,Claude Sonnet 4.6,0.7342192691029901,1.0,-1.0,900,300
S18,Arabic,Gemini 3.5 Flash,0.7342192691029901,1.0,-1.0,900,300
S19,Hindi,GPT-4o,0.32401315789473684,0.0,0.0,900,300
S19,Hindi,Claude Sonnet 4.6,0.32401315789473684,0.0,0.0,900,300
S19,Hindi,Gemini 3.5 Flash,0.32401315789473684,1.0,-1.0,900,300
S19,Bengali,GPT-4o,0.5309859154929577,0.0,0.0,900,300
S19,Bengali,Claude Sonnet 4.6,0.5309859154929577,1.0,1.0,900,300
S19,Bengali,Gemini 3.5 Flash,0.5309859154929577,1.0,-1.0,900,300
S19,Tamil,GPT-4o,0.1021978021978022,1.0,1.0,900,300
S19,Tamil,Claude Sonnet 4.6,0.1021978021978022,0.0,0.0,900,300
S19,Tamil,Gemini 3.5 Flash,0.1021978021978022,0.0,0.0,900,300
S19,Spanish,GPT-4o,0.5468509984639017,1.0,-1.0,900,300
S19,Spanish,Claude Sonnet 4.6,0.5468509984639017,0.0,0.0,900,300
S19,Spanish,Gemini 3.5 Flash,0.5468509984639017,1.0,-1.0,900,300
S19,Japanese,GPT-4o,0.5480427046263345,0.0,0.0,900,300
S19,Japanese,Claude Sonnet 4.6,0.5480427046263345,0.0,0.0,900,300
S19,Japanese,Gemini 3.5 Flash,0.5480427046263345,0.0,0.0,900,300
S19,Arabic,GPT-4o,0.754874651810585,2.0,-2.0,900,300
S19,Arabic,Claude Sonnet 4.6,0.754874651810585,1.0,-1.0,900,300
S19,Arabic,Gemini 3.5 Flash,0.754874651810585,1.0,-1.0,900,300
S20,Hindi,GPT-4o,0.297029702970297,0.0,0.0,900,300
S20,Hindi,Claude Sonnet 4.6,0.297029702970297,1.0,-1.0,900,300
S20,Hindi,Gemini 3.5 Flash,0.297029702970297,0.0,0.0,900,300
S20,Bengali,GPT-4o,0.46628407460545196,0.0,0.0,900,300
