scenario_id,language,normalized_character_edit_rate,language_n
S24,Japanese,0.6720257234726688,50
S24,Arabic,0.7738853503184714,50
S25,Hindi,0.5371577574967406,50
S25,Bengali,0.5597014925373134,50
S25,Tamil,0.08919722497522299,50
S25,Spanish,0.6985854189336235,50
S25,Japanese,0.5761589403973509,50
S25,Arabic,0.8084507042253521,50
S26,Hindi,0.5849462365591398,50
S26,Bengali,0.48,50
S26,Tamil,0.4723926380368098,50
S26,Spanish,0.4676258992805755,50
S26,Japanese,0.5,50
S26,Arabic,0.6708860759493671,50
S27,Hindi,0.6547619047619048,50
S27,Bengali,0.7303370786516854,50
S27,Tamil,0.6309523809523809,50
S27,Spanish,0.5802469135802469,50
S27,Japanese,0.5769230769230769,50
S27,Arabic,0.5507246376811594,50
S28,Hindi,0.5066666666666667,50
S28,Bengali,0.7166666666666667,50
S28,Tamil,0.4883720930232558,50
S28,Spanish,0.4838709677419355,50
S28,Japanese,0.88,50
S28,Arabic,0.7068965517241379,50
S29,Hindi,0.45588235294117646,50
S29,Bengali,0.6031746031746031,50
S29,Tamil,0.45714285714285713,50
S29,Spanish,0.463768115942029,50
S29,Japanese,0.3103448275862069,50
S29,Arabic,0.4358974358974359,50
S30,Hindi,0.6091954022988506,50
S30,Bengali,0.65625,50
S30,Tamil,0.5641025641025641,50
S30,Spanish,0.4266666666666667,50
S30,Japanese,0.34782608695652173,50
S30,Arabic,0.5357142857142857,50
S31,Hindi,0.46017699115044247,50
S31,Bengali,0.4578313253012048,50
S31,Tamil,0.3488372093023256,50
S31,Spanish,0.5056179775280899,50
S31,Japanese,0.6153846153846154,50
S31,Arabic,0.673469387755102,50
S32,Hindi,0.6170212765957447,50
S32,Bengali,0.6708860759493671,50
S32,Tamil,0.691358024691358,50
S32,Spanish,0.654320987654321,50
S32,Japanese,0.5666666666666667,50
S32,Arabic,0.7674418604651163,50
S33,Hindi,0.7362637362637363,50
S33,Bengali,0.4909090909090909,50
S33,Tamil,0.5303030303030303,50
S33,Spanish,0.39285714285714285,50
S33,Japanese,0.5263157894736842,50
S33,Arabic,0.38,50
S34,Hindi,0.42857142857142855,50
S34,Bengali,0.6901408450704225,50
S34,Tamil,0.6470588235294118,50
S34,Spanish,0.7571428571428571,50
S34,Japanese,0.5,50
S34,Arabic,0.5961538461538461,50
S35,Hindi,0.5454545454545454,50
S35,Bengali,0.6268656716417911,50
S35,Tamil,0.4943820224719101,50
S35,Spanish,0.6,50
S35,Japanese,0.5416666666666666,50
S35,Arabic,0.5573770491803278,50
S36,Hindi,0.6626506024096386,50
S36,Bengali,0.44776119402985076,50
S36,Tamil,0.44155844155844154,50
S36,Spanish,0.6404494382022472,50
S36,Japanese,0.68,50
S36,Arabic,0.5,50
S37,Hindi,0.5957446808510638,50
S37,Bengali,0.509090909090909,50
S37,Tamil,0.5172413793103449,50
S37,Spanish,0.5394736842105263,50
S37,Japanese,0.5238095238095238,50
S37,Arabic,0.2682926829268293,50
S38,Hindi,0.6493506493506493,50
S38,Bengali,0.45901639344262296,50
S38,Tamil,0.5740740740740741,50
S38,Spanish,0.65,50
S38,Japanese,0.5833333333333334,50
S38,Arabic,0.5370370370370371,50
S39,Hindi,0.44285714285714284,50
S39,Bengali,0.5303030303030303,50
S39,Tamil,0.3684210526315789,50
S39,Spanish,0.18309859154929578,50
S39,Japanese,0.75,50
S39,Arabic,0.4318181818181818,50
S40,Hindi,0.4117647058823529,50
S40,Bengali,0.41379310344827586,50
S40,Tamil,0.4533333333333333,50
S40,Spanish,0.5641025641025641,50
S40,Japanese,0.7586206896551724,50
S40,Arabic,0.5769230769230769,50
S41,Hindi,0.5700934579439252,50
S41,Bengali,0.3972602739726027,50
S41,Tamil,0.4606741573033708,50
S41,Spanish,0.5473684210526316,50
S41,Japanese,0.6086956521739131,50
S41,Arabic,0.3148148148148148,50
S42,Hindi,0.5061728395061729,50
S42,Bengali,0.36923076923076925,50
S42,Tamil,0.5949367088607594,50
S42,Spanish,0.7341772151898734,50
S42,Japanese,0.6521739130434783,50
S42,Arabic,0.58,50
S43,Hindi,0.4819277108433735,50
S43,Bengali,0.5932203389830508,50
S43,Tamil,0.417910447761194,50
S43,Spanish,0.40298507462686567,50
S43,Japanese,0.47368421052631576,50
S43,Arabic,0.6122448979591837,50
S44,Hindi,0.6571428571428571,50
S44,Bengali,0.7213114754098361,50
S44,Tamil,0.7101449275362319,50
S44,Spanish,0.7142857142857143,50
S44,Japanese,0.43478260869565216,50
S44,Arabic,0.5306122448979592,50
S45,Hindi,0.632183908045977,50
S45,Bengali,0.7638888888888888,50
S45,Tamil,0.6470588235294118,50
S45,Spanish,0.5416666666666666,50
S45,Japanese,0.5416666666666666,50
S45,Arabic,0.46808510638297873,50
S46,Hindi,0.5362318840579711,50
S46,Bengali,0.43333333333333335,50
S46,Tamil,0.5714285714285714,50
S46,Spanish,0.6557377049180327,50
S46,Japanese,0.7142857142857143,50
S46,Arabic,0.4444444444444444,50
S47,Hindi,0.4111111111111111,50
S47,Bengali,0.6724137931034483,50
S47,Tamil,0.6779661016949152,50
S47,Spanish,0.6451612903225806,50
S47,Japanese,0.7619047619047619,50
S47,Arabic,0.675,50
S48,Hindi,0.5,50
S48,Bengali,0.5245901639344263,50
S48,Tamil,0.4,50
S48,Spanish,0.7258064516129032,50
S48,Japanese,0.7,50
S48,Arabic,0.7317073170731707,50
S49,Hindi,0.3010752688172043,50
S49,Bengali,0.6379310344827587,50
S49,Tamil,0.639344262295082,50
S49,Spanish,0.5686274509803921,50
S49,Japanese,0.5555555555555556,50
S49,Arabic,0.4583333333333333,50
S50,Hindi,0.5052631578947369,50
S50,Bengali,0.5,50
S50,Tamil,0.4262295081967213,50
S50,Spanish,0.5797101449275363,50
S50,Japanese,0.5652173913043478,50
S50,Arabic,0.5471698113207547,50
