analysis_version,effect_type,language,model_key,mft_foundation,mean_diff,median_diff,sd_diff,se_diff,t_statistic,ci_lower,ci_upper,p_value_ttest,cohens_d,n,positive_n,negative_n,zero_n,nonzero_n,tied_absolute_rank_groups,w_plus,w_minus,w_statistic,p_value_wilcoxon,wilcoxon_method,wilcoxon_exact,wilcoxon_iterations,wilcoxon_seed,q_t_primary_105,q_w_primary_105,q_t_effect_35,q_w_effect_35,primary_correction_family,supplementary_correction_family,t_primary_q_lt_05,t_primary_q_lt_10,t_primary_suggestive_05_to_10,wilcoxon_primary_q_lt_05,wilcoxon_primary_q_lt_10,wilcoxon_primary_suggestive_05_to_10,wilcoxon_effect_q_lt_05,wilcoxon_effect_q_lt_10,wilcoxon_effect_suggestive_05_to_10
v1_original_intended,framing,es,pooled_primary_models,Care/Harm,-0.3333333333333333,0,0.8164965809277259,0.14213381090374028,-2.345207879911715,-0.6228504319961852,-0.04381623467048146,0.02538051738127467,-0.4082482904638631,33,1,8,24,9,2,4,41,4,0.03125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.10249824327053234,0.13408954326923078,0.11103976354307668,0.145263671875,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,ja,pooled_primary_models,Care/Harm,0.15151515151515152,0,0.618527087180309,0.10767174548145375,1.4071950894605838,-0.06780501700454869,0.37083532003485176,0.16900889044193512,0.24496122264566694,33,7,3,23,10,1,40,15,15,0.2734375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.34285475183294634,0.5419921875,0.28168148406989185,0.43393342391304346,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,ar,pooled_primary_models,Care/Harm,-0.18181818181818182,0,0.6825753371673277,0.11882111470725852,-1.5301841113520116,-0.42384887227246937,0.06021250863610572,0.1357978362751402,-0.26637086328481074,33,3,7,23,10,2,13.5,41.5,13.5,0.185546875,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.30337814486999404,0.4329427083333333,0.25015390892788986,0.341796875,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,all,pooled_primary_models,Care/Harm,-0.13131313131313133,0,0.8567020301459158,0.060883162176805006,-2.1568053730815975,-0.25137953895209025,-0.011246723674172399,0.032232182471994886,-0.1532774835268754,198,26,41,131,67,4,857,1421,857,0.059286775779871397,exact_two_sided_sign_permutation_dynamic_programming,true,,,0.10917352127611171,0.20081004699633861,0.1128126386519821,0.2022579721733898,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,hi,pooled_primary_models,Care/Harm,0.06060606060606061,0,0.555618683282088,0.09672079799093715,0.6266083599903659,-0.13640775782772788,0.25761987903984906,0.5353609866419977,0.10907851450936698,33,6,4,23,10,1,33,22,22,0.75390625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.6783292167560369,0.9240301724137931,0.647141666560357,0.9240301724137931,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,bn,pooled_primary_models,Care/Harm,0.06060606060606061,0,0.5556186832820879,0.09672079799093714,0.626608359990366,-0.13640775782772785,0.25761987903984906,0.5353609866419977,0.109078514509367,33,6,4,23,10,1,33,22,22,0.75390625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.6783292167560369,0.9240301724137931,0.647141666560357,0.9240301724137931,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,ta,pooled_primary_models,Care/Harm,0.15151515151515152,0,0.795346312983066,0.13845202183709893,1.094351310329166,-0.1305023882342725,0.4335326912645755,0.2819701869003124,0.19050211089414767,33,2,1,30,3,0,5,1,1,0.5,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.4622039229650408,0.75,0.502495789750375,0.7875,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,es,pooled_primary_models,Care/Harm,-0.18181818181818182,0,0.8461141122266491,0.14728956132745133,-1.2344267996967357,-0.48183720042964817,0.11820083679328452,0.22603247204107357,-0.21488612374010146,33,3,6,24,9,1,13.5,31.5,13.5,0.3984375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.4163756063914513,0.6436298076923077,0.4653609718492691,0.7339638157894737,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,ja,pooled_primary_models,Care/Harm,0.2727272727272727,0,0.6261353324525414,0.10899617098437998,2.502172968684897,0.050709337739733434,0.494745207714812,0.017647282682285992,0.4355724051843766,33,8,1,24,9,2,41,4,4,0.03125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.07720686173500121,0.13408954326923078,0.07720686173500121,0.12152777777777778,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,false,false,false,false,false,false
v1_original_intended,reasoning,ar,pooled_primary_models,Care/Harm,0.18181818181818182,0,0.39167472590032004,0.06818181818181816,2.6666666666666674,0.042936362945916434,0.32070000069044724,0.011914159541704938,0.4642070825485277,33,6,0,27,6,1,21,0,0,0.03125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.06254933759395093,0.13408954326923078,0.06949926399327881,0.12152777777777778,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,false,false,false,false,false,false
v1_original_intended,reasoning,all,pooled_primary_models,Care/Harm,0.09090909090909091,0,0.6544018711407155,0.046506315903884134,1.9547687048996785,-0.000805039623197043,0.18262322144137888,0.05202524046881751,0.1389193627313801,198,31,16,151,47,3,759,369,369,0.026493020995005168,exact_two_sided_sign_permutation_dynamic_programming,true,,,0.16066618380075998,0.13408954326923078,0.16407701186783502,0.12152777777777778,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,hi,pooled_primary_models,Loyalty/Betrayal,0.06666666666666667,0,0.7396799556440673,0.13504646568022546,0.49365724849494164,-0.20953436800772984,0.34286770134106315,0.6252664336285367,0.09012907022553758,30,4,4,22,8,1,20,16,16,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.7546319026551306,1,0.7528004084868126,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,bn,pooled_primary_models,Loyalty/Betrayal,-0.1,0,0.5477225575051661,0.09999999999999999,-1.0000000000000002,-0.3045229642132278,0.10452296421322776,0.3255819880161952,-0.18257418583505539,30,2,4,24,6,1,6,15,6,0.53125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.4748070658569513,0.7538006756756757,0.4558147832226733,0.762890625,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,ta,pooled_primary_models,Loyalty/Betrayal,-0.43333333333333335,0,0.6260623155792925,0.11430281754889883,-3.791099315184886,-0.6671088439635788,-0.19955782270308792,0.0007032822635442137,-0.6921568708897166,30,0,11,19,11,2,0,66,0,0.0009765625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.02461487922404748,0.028741024172677317,0.01230743961202374,0.01708984375,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),true,true,false,true,true,false,true,true,false
v1_original_intended,language,es,pooled_primary_models,Loyalty/Betrayal,-0.2,0,0.48423419811150237,0.08840866447369845,-2.262221708591695,-0.3808160212029349,-0.0191839787970651,0.03135169328063947,-0.41302328662451665,30,1,7,22,8,1,4.5,31.5,4.5,0.0703125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.10917352127611171,0.2109375,0.09975538771112559,0.205078125,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,ja,pooled_primary_models,Loyalty/Betrayal,-0.06666666666666667,0,0.7849152527649012,0.14330526322306852,-0.4652073843435432,-0.35975883888405497,0.22642550555072166,0.6452574929886965,-0.08493485944097809,30,3,7,20,10,1,20,35,20,0.58984375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.7612588400428443,0.7940204326923077,0.7528004084868126,0.7940204326923077,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,ar,pooled_primary_models,Loyalty/Betrayal,-0.03333333333333333,0,0.7183954022841381,0.1311604556796736,-0.25414164018110463,-0.30158658516497866,0.234919918498312,0.8011795030744266,-0.04639970304285078,30,5,7,18,12,1,36,42,36,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.8710952105535785,1,0.8471783708630034,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,all,pooled_primary_models,Loyalty/Betrayal,-0.12777777777777777,0,0.668781561615634,0.04984803446236739,-2.5633463617154892,-0.22614317504864945,-0.029412380506906075,0.01118886548143827,-0.1910605571557533,180,15,40,125,55,3,460.5,1079.5,460.5,0.004375388759048526,exact_two_sided_sign_permutation_dynamic_programming,true,,,0.06183320397636939,0.045941581970009526,0.04351225465003772,0.038284651641674605,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,true,true,false,true,true,false
v1_original_intended,framing,hi,pooled_primary_models,Loyalty/Betrayal,-0.2,0,0.5508613944197478,0.10057307059414877,-1.9886038958388508,-0.40569502517941525,0.005695025179415225,0.056254975497543436,-0.36306773723119745,30,1,6,23,7,1,3.5,24.5,3.5,0.109375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.16262878344019044,0.29447115384615385,0.15428884582787297,0.2552083333333333,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,bn,pooled_primary_models,Loyalty/Betrayal,0.03333333333333333,0,0.6149478998583782,0.11227361214762055,0.29689374640860144,-0.19629198626024283,0.2629586529269095,0.7686637844359996,0.0542051340300698,30,3,2,25,5,2,8.5,6.5,6.5,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.8586138017636166,1,0.8678462082341931,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,ta,pooled_primary_models,Loyalty/Betrayal,0.36666666666666664,0,0.8899179866642238,0.16247605187519232,2.2567428395436733,0.03436582923490161,0.6989675040984317,0.03173235489546666,0.41202298656877706,30,7,1,22,8,2,33,3,3,0.046875,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.10917352127611171,0.1697198275862069,0.1128126386519821,0.18229166666666666,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,es,pooled_primary_models,Loyalty/Betrayal,-0.2,0,0.8051557998728973,0.14700066463216702,-1.3605380662764401,-0.500650116718854,0.10065011671885393,0.18414134229197288,-0.2483991297480217,30,2,7,21,9,1,12,33,12,0.28515625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.3648083196350406,0.5419921875,0.29295213546450233,0.43393342391304346,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,ja,pooled_primary_models,Loyalty/Betrayal,0.13333333333333333,0,1.0416609195243756,0.190180394298358,0.7010887416930995,-0.25562924643807294,0.5222959131047396,0.4888355698194169,0.1280007062127411,30,4,3,23,7,3,18.5,9.5,9.5,0.515625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.6415966853879846,0.751953125,0.6110444622742711,0.6684027777777778,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,ar,pooled_primary_models,Loyalty/Betrayal,0,0,0.5872202195147035,0.10721125348377948,0,-0.21927163359518326,0.21927163359518326,1,0,30,5,5,20,10,1,27.5,27.5,27.5,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,1,1,1,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,framing,all,pooled_primary_models,Loyalty/Betrayal,0.022222222222222223,0,0.7835997407435502,0.05840607624845966,0.38047791684702137,-0.09303080540818175,0.13747524985262619,0.7040418082480628,0.028359149533581738,180,22,24,134,46,3,564,517,517,0.8023010881119603,exact_two_sided_sign_permutation_dynamic_programming,true,,,0.8035259768048543,0.9410807291666666,0.8213821096227399,0.9058238091586649,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,hi,pooled_primary_models,Loyalty/Betrayal,-0.03333333333333333,0,0.6686751354593718,0.12208281844464018,-0.273038694207807,-0.28302073241136466,0.21635406574469798,0.7867584856176075,-0.049849817296457016,30,3,4,23,7,2,12.5,15.5,12.5,0.984375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.8695751683141978,1,0.8344408180792807,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,bn,pooled_primary_models,Loyalty/Betrayal,0.2,0,0.5508613944197478,0.10057307059414877,1.9886038958388508,-0.005695025179415225,0.40569502517941525,0.056254975497543436,0.36306773723119745,30,6,1,23,7,1,24.5,3.5,3.5,0.109375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.16262878344019044,0.29447115384615385,0.16407701186783502,0.3190104166666667,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,ta,pooled_primary_models,Loyalty/Betrayal,-0.13333333333333333,0,0.7760791522613608,0.14169201936767792,-0.9410080675563346,-0.423126051397689,0.15645938473102236,0.35447376957969157,-0.17180378179831657,30,3,6,21,9,2,15,30,15,0.48046875,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.50296953791713,0.7378354279891305,0.5394166058821394,0.7875,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,es,pooled_primary_models,Loyalty/Betrayal,0,0,0.454858826147342,0.08304547985373996,0,-0.1698470770419679,0.1698470770419679,1,0,30,3,3,24,6,1,10.5,10.5,10.5,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,1,1,1,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,ja,pooled_primary_models,Loyalty/Betrayal,0.26666666666666666,0,0.5208304597621878,0.095090197149179,2.804354966772398,0.07218537678096354,0.4611479565523698,0.008903704513644417,0.5120028248509644,30,7,0,23,7,1,28,0,0,0.015625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.05752849041155577,0.09114583333333333,0.06232593159551092,0.109375,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,false,true,true,false,false,false
v1_original_intended,reasoning,ar,pooled_primary_models,Loyalty/Betrayal,0,0,0.5872202195147035,0.10721125348377948,0,-0.21927163359518326,0.21927163359518326,1,0,30,4,3,23,7,1,14,14,14,1,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,1,1,1,1,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,reasoning,all,pooled_primary_models,Loyalty/Betrayal,0.05,0,0.6097439704476021,0.04544763222638203,1.1001673255702715,-0.03968205962751671,0.13968205962751673,0.2727365684131917,0.08200163088664231,180,26,17,137,43,2,554,392,392,0.3245048365806724,exact_two_sided_sign_permutation_dynamic_programming,true,,,0.4545609473553195,0.5949746408770161,0.502495789750375,0.6987847222222222,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,hi,pooled_primary_models,Authority/Subversion,0.6333333333333333,0,1.2452207485597397,0.22734516435321267,2.7857787744689433,0.16836026420270822,1.0983064024639584,0.009314136542823315,0.5086112916652457,30,14,1,15,15,2,107,13,13,0.003662109375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.05752849041155577,0.045572916666666664,0.04351225465003772,0.038284651641674605,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,true,true,false,true,true,false
v1_original_intended,language,bn,pooled_primary_models,Authority/Subversion,0.4,0,0.7239737088005909,0.13217891045025335,3.0262013708347477,0.12966377428239395,0.6703362257176061,0.005150605210149317,0.5525062514530825,30,12,2,16,14,2,92,13,13,0.0096435546875,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.03862953907611988,0.06328582763671875,0.03605423647104522,0.0469970703125,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),true,true,false,false,true,true,true,true,false
v1_original_intended,language,ta,pooled_primary_models,Authority/Subversion,0.13333333333333333,0,0.7302967433402214,0.13333333333333333,1,-0.13936395228430373,0.40603061895097037,0.3255819880161952,0.18257418583505539,30,10,6,14,16,1,85,51,51,0.454498291015625,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.4748070658569513,0.7122734411438899,0.4558147832226733,0.7230654629794034,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,false,false,false,false,false,false,false,false
v1_original_intended,language,es,pooled_primary_models,Authority/Subversion,0.36666666666666664,0,0.718395402284138,0.13116045567967358,2.7955580419921517,0.09841341483502136,0.6349199184983119,0.009095904390462595,0.5103967334713586,30,10,1,19,11,1,60.5,5.5,5.5,0.0107421875,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.05752849041155577,0.06634880514705882,0.04351225465003772,0.0469970703125,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,false,true,true,true,true,false
v1_original_intended,language,ja,pooled_primary_models,Authority/Subversion,0.3,0,0.5959634332684376,0.10880753861644935,2.7571619008634247,0.07746359673418529,0.5225364032658146,0.00998129981285567,0.5033865892655734,30,11,2,17,13,1,77,14,14,0.0224609375,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.05822424890832475,0.12412623355263158,0.04351225465003772,0.08734809027777778,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),false,true,true,false,false,false,false,true,true
v1_original_intended,language,ar,pooled_primary_models,Authority/Subversion,0.43333333333333335,0,0.773854362727667,0.1412858302299094,3.06706859865696,0.14437136533385397,0.7222953013328127,0.004648510782116144,0.5599675523000586,30,10,1,19,11,2,62,4,4,0.0078125,exact_two_sided_sign_permutation_enumerated_by_dynamic_programming,true,,,0.03862953907611988,0.06328582763671875,0.03605423647104522,0.0469970703125,105 tests within analysis version (3 effects x 7 language levels x 5 foundations),35 tests within analysis version and effect type (7 language levels x 5 foundations),true,true,false,false,true,true,true,true,false
