analysis_version,effect_type,language,model_key,mft_foundation,scenario_clusters,paired_observations,bootstrap_iterations,bootstrap_seed,bootstrap_mean,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_interval_crosses_zero,proportion_above_zero,proportion_below_zero
v1_original_intended,framing,ar,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260749,0.0013299999999994044,-0.3,0.26666666666666666,true,0.4764,0.5236
v1_original_intended,framing,all,pooled_primary_models,Loyalty/Betrayal,10,180,10000,20260750,0.01929777777777806,-0.23333333333333334,0.26666666666666666,true,0.5656,0.4344
v1_original_intended,reasoning,hi,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260751,-0.033243333333333756,-0.3,0.2,true,0.3621,0.6379
v1_original_intended,reasoning,bn,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260752,0.19923666666666362,0,0.43333333333333335,true,0.9527,0.0473
v1_original_intended,reasoning,ta,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260753,-0.13562000000000443,-0.5333333333333333,0.2,true,0.2262,0.7738
v1_original_intended,reasoning,es,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260754,-0.00013333333333333792,-0.1,0.1,true,0.352,0.648
v1_original_intended,reasoning,ja,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260755,0.2677799999999932,0.1,0.43333333333333335,false,0.9989,0.0011
v1_original_intended,reasoning,ar,pooled_primary_models,Loyalty/Betrayal,10,30,10000,20260756,-0.002766666666666479,-0.26666666666666666,0.23333333333333334,true,0.4646,0.5354
v1_original_intended,reasoning,all,pooled_primary_models,Loyalty/Betrayal,10,180,10000,20260757,0.05110666666666739,-0.05555555555555555,0.16666666666666666,true,0.8028,0.1972
v1_original_intended,language,hi,pooled_primary_models,Authority/Subversion,10,30,10000,20260758,0.632443333333272,0.36666666666666664,1,false,1,0
v1_original_intended,language,bn,pooled_primary_models,Authority/Subversion,10,30,10000,20260759,0.39863666666666364,0.2,0.6333333333333333,false,1,0
v1_original_intended,language,ta,pooled_primary_models,Authority/Subversion,10,30,10000,20260760,0.13199333333333096,-0.13333333333333333,0.36666666666666664,true,0.8191,0.1809
v1_original_intended,language,es,pooled_primary_models,Authority/Subversion,10,30,10000,20260761,0.36812999999998847,0.13333333333333333,0.6333333333333333,false,1,0
v1_original_intended,language,ja,pooled_primary_models,Authority/Subversion,10,30,10000,20260762,0.29949333333332623,0.1,0.4666666666666667,false,0.9987,0.0013
v1_original_intended,language,ar,pooled_primary_models,Authority/Subversion,10,30,10000,20260763,0.43113666666666367,0.13333333333333333,0.7,false,0.9973,0.0027
v1_original_intended,language,all,pooled_primary_models,Authority/Subversion,10,180,10000,20260764,0.37797166666666965,0.20555555555555555,0.5777777777777777,false,1,0
v1_original_intended,framing,hi,pooled_primary_models,Authority/Subversion,10,30,10000,20260765,-0.3377700000000134,-0.8333333333333334,0.16666666666666666,true,0.0647,0.9353
v1_original_intended,framing,bn,pooled_primary_models,Authority/Subversion,10,30,10000,20260766,0.06593666666666687,-0.1,0.23333333333333334,true,0.6977,0.3023
v1_original_intended,framing,ta,pooled_primary_models,Authority/Subversion,10,30,10000,20260767,0.13384999999999955,-0.13333333333333333,0.43333333333333335,true,0.7741,0.2259
v1_original_intended,framing,es,pooled_primary_models,Authority/Subversion,10,30,10000,20260768,-0.46660333333334786,-0.8,-0.16666666666666666,false,0,1
v1_original_intended,framing,ja,pooled_primary_models,Authority/Subversion,10,30,10000,20260769,-0.16921000000000497,-0.5333333333333333,0.23333333333333334,true,0.1753,0.8247
v1_original_intended,framing,ar,pooled_primary_models,Authority/Subversion,10,30,10000,20260770,-0.031150000000003262,-0.6333333333333333,0.7,true,0.4165,0.5835
v1_original_intended,framing,all,pooled_primary_models,Authority/Subversion,10,180,10000,20260771,-0.13304555555555547,-0.3611111111111111,0.10555555555555556,true,0.1319,0.8681
v1_original_intended,reasoning,hi,pooled_primary_models,Authority/Subversion,10,30,10000,20260772,-0.3308533333333428,-0.7,0,true,0.0184,0.9816
v1_original_intended,reasoning,bn,pooled_primary_models,Authority/Subversion,10,30,10000,20260773,-0.168303333333347,-0.36666666666666664,0.03333333333333333,true,0.0446,0.9554
v1_original_intended,reasoning,ta,pooled_primary_models,Authority/Subversion,10,30,10000,20260774,-0.06853333333333465,-0.3333333333333333,0.23333333333333334,true,0.2682,0.7318
v1_original_intended,reasoning,es,pooled_primary_models,Authority/Subversion,10,30,10000,20260775,-0.3005833333332823,-0.5333333333333333,-0.06666666666666667,false,0.0026,0.9974
v1_original_intended,reasoning,ja,pooled_primary_models,Authority/Subversion,10,30,10000,20260776,0.13395999999999786,0,0.26666666666666666,true,0.9492,0.0508
v1_original_intended,reasoning,ar,pooled_primary_models,Authority/Subversion,10,30,10000,20260777,-0.3020099999999445,-0.5333333333333333,-0.1,false,0,1
v1_original_intended,reasoning,all,pooled_primary_models,Authority/Subversion,10,180,10000,20260778,-0.17354888888888736,-0.3111111111111111,-0.044444444444444446,false,0.0018,0.9982
v1_original_intended,language,hi,pooled_primary_models,Fairness/Cheating,10,30,10000,20260779,0.0030299999999999355,-0.2,0.2,true,0.4591,0.5409
v1_original_intended,language,bn,pooled_primary_models,Fairness/Cheating,10,30,10000,20260780,0.03459333333333376,-0.23333333333333334,0.3,true,0.5404,0.4596
v1_original_intended,language,ta,pooled_primary_models,Fairness/Cheating,10,30,10000,20260781,0.03394333333333491,-0.26666666666666666,0.3333333333333333,true,0.5582,0.4418
v1_original_intended,language,es,pooled_primary_models,Fairness/Cheating,10,30,10000,20260782,0.0656999999999998,-0.13333333333333333,0.26666666666666666,true,0.6753,0.3247
v1_original_intended,language,ja,pooled_primary_models,Fairness/Cheating,10,30,10000,20260783,-0.33375333333334267,-0.5,-0.16666666666666666,false,0,1
v1_original_intended,language,ar,pooled_primary_models,Fairness/Cheating,10,30,10000,20260784,-0.23353333333330992,-0.5,0.03333333333333333,true,0.0292,0.9708
v1_original_intended,language,all,pooled_primary_models,Fairness/Cheating,10,180,10000,20260785,-0.07297833333333596,-0.24444444444444444,0.1,true,0.1985,0.8015
v1_original_intended,framing,hi,pooled_primary_models,Fairness/Cheating,10,30,10000,20260786,-0.3015599999999601,-0.5666666666666667,-0.03333333333333333,false,0.0072,0.9928
v1_original_intended,framing,bn,pooled_primary_models,Fairness/Cheating,10,30,10000,20260787,-0.2991499999999521,-0.6,-0.06666666666666667,false,0,1
v1_original_intended,framing,ta,pooled_primary_models,Fairness/Cheating,10,30,10000,20260788,-0.40034666666667895,-0.8666666666666667,0,true,0.0167,0.9833
v1_original_intended,framing,es,pooled_primary_models,Fairness/Cheating,10,30,10000,20260789,-0.3320833333333546,-0.7,0.13333333333333333,true,0.064,0.936
v1_original_intended,framing,ja,pooled_primary_models,Fairness/Cheating,10,30,10000,20260790,0.26700333333332493,-0.1,0.6666666666666666,true,0.9091,0.0909
v1_original_intended,framing,ar,pooled_primary_models,Fairness/Cheating,10,30,10000,20260791,-0.2634100000000062,-0.9333333333333333,0.4,true,0.21,0.79
v1_original_intended,framing,all,pooled_primary_models,Fairness/Cheating,10,180,10000,20260792,-0.22327111111111275,-0.35,-0.06111111111111111,false,0.0042,0.9958
v1_original_intended,reasoning,hi,pooled_primary_models,Fairness/Cheating,10,30,10000,20260793,0.06826666666666574,-0.13333333333333333,0.3333333333333333,true,0.6511,0.3489
v1_original_intended,reasoning,bn,pooled_primary_models,Fairness/Cheating,10,30,10000,20260794,0.10121999999999906,-0.06666666666666667,0.26666666666666666,true,0.8466,0.1534
v1_original_intended,reasoning,ta,pooled_primary_models,Fairness/Cheating,10,30,10000,20260795,0.09993000000000299,-0.06666666666666667,0.3,true,0.8075,0.1925
v1_original_intended,reasoning,es,pooled_primary_models,Fairness/Cheating,10,30,10000,20260796,-0.16749333333334868,-0.36666666666666664,0.06666666666666667,true,0.0502,0.9498
v1_original_intended,reasoning,ja,pooled_primary_models,Fairness/Cheating,10,30,10000,20260797,0.33263999999999305,0.2,0.4666666666666667,false,1,0
v1_original_intended,reasoning,ar,pooled_primary_models,Fairness/Cheating,10,30,10000,20260798,0.40028999999999476,0.13333333333333333,0.6666666666666666,false,0.9993,0.0007
v1_original_intended,reasoning,all,pooled_primary_models,Fairness/Cheating,10,180,10000,20260799,0.13948944444444591,0.022222222222222223,0.26666666666666666,false,0.9903,0.0097
v1_original_intended,language,hi,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260800,0.1480222222222282,-0.037037037037037035,0.3333333333333333,true,0.9245,0.0755
v1_original_intended,language,bn,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260801,0.1465740740740662,-0.1111111111111111,0.4074074074074074,true,0.8127,0.1873
v1_original_intended,language,ta,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260802,-0.14844444444442684,-0.3333333333333333,0.037037037037037035,true,0.0315,0.9685
v1_original_intended,language,es,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260803,-0.07368888888888345,-0.3333333333333333,0.25925925925925924,true,0.2666,0.7334
v1_original_intended,language,ja,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260804,0.037914814814815304,-0.2222222222222222,0.3333333333333333,true,0.5446,0.4554
v1_original_intended,language,ar,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260805,0.18583333333333338,-0.14814814814814814,0.5925925925925926,true,0.8018,0.1982
v1_original_intended,language,all,pooled_primary_models,Sanctity/Degradation,9,162,10000,20260806,0.04937592592592586,-0.15432098765432098,0.2654320987654321,true,0.6622,0.3378
v1_original_intended,framing,hi,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260807,-0.001448148148147134,-0.2222222222222222,0.2962962962962963,true,0.4009,0.5991
v1_original_intended,framing,bn,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260808,-0.22260740740742058,-0.5925925925925926,0.14814814814814814,true,0.1052,0.8948
v1_original_intended,framing,ta,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260809,-0.1839185185184984,-0.4074074074074074,0,true,0.0235,0.9765
v1_original_intended,framing,es,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260810,-0.47927407407407874,-0.8888888888888888,-0.1111111111111111,false,0.0023,0.9977
v1_original_intended,framing,ja,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260811,-0.11177407407407686,-0.3333333333333333,0.07407407407407407,true,0.1094,0.8906
v1_original_intended,framing,ar,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260812,-0.5893703703704093,-1.1111111111111112,-0.18518518518518517,false,0,1
v1_original_intended,framing,all,pooled_primary_models,Sanctity/Degradation,9,162,10000,20260813,-0.2643617283950608,-0.4754629629629628,-0.06790123456790123,false,0.0026,0.9974
v1_original_intended,reasoning,hi,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260814,-0.036303703703701486,-0.14814814814814814,0.07407407407407407,true,0.1829,0.8171
v1_original_intended,reasoning,bn,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260815,0.07415925925925887,-0.07407407407407407,0.2222222222222222,true,0.7878,0.2122
v1_original_intended,reasoning,ta,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260816,0.14798518518519108,-0.037037037037037035,0.3333333333333333,true,0.9228,0.0772
v1_original_intended,reasoning,es,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260817,-0.11104074074074069,-0.37129629629629546,0.1111111111111111,true,0.1567,0.8433
v1_original_intended,reasoning,ja,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260818,0.03723703703703759,-0.07407407407407407,0.14814814814814814,true,0.6167,0.3833
v1_original_intended,reasoning,ar,pooled_primary_models,Sanctity/Degradation,9,27,10000,20260819,0.14881481481481965,0,0.2962962962962963,true,0.9746,0.0254
v1_original_intended,reasoning,all,pooled_primary_models,Sanctity/Degradation,9,162,10000,20260820,0.04252901234568001,-0.037037037037037035,0.12345679012345678,true,0.8303,0.1697
v2_validated_subset,language,hi,pooled_primary_models,Care/Harm,8,24,10000,20260821,-0.12287500000000007,-0.4166666666666667,0.125,true,0.1649,0.8351
v2_validated_subset,language,bn,pooled_primary_models,Care/Harm,8,24,10000,20260822,-0.5494458333333315,-1.625,0.25,true,0.127,0.873
v2_validated_subset,language,ta,pooled_primary_models,Care/Harm,8,24,10000,20260823,-0.7830583333333335,-1.8333333333333333,0.041666666666666664,true,0.0294,0.9706
v2_validated_subset,language,es,pooled_primary_models,Care/Harm,8,24,10000,20260824,-0.37772083333332623,-1.4583333333333333,0.2916666666666667,true,0.3003,0.6997
v2_validated_subset,language,ja,pooled_primary_models,Care/Harm,8,24,10000,20260825,-0.3708916666666687,-1.5416666666666667,0.4583333333333333,true,0.2607,0.7393
v2_validated_subset,language,ar,pooled_primary_models,Care/Harm,8,24,10000,20260826,-0.3242999999999982,-1.4583333333333333,0.4166666666666667,true,0.3005,0.6995
v2_validated_subset,language,all,pooled_primary_models,Care/Harm,8,144,10000,20260827,-0.4262888888888882,-1.3194444444444444,0.19444444444444445,true,0.1487,0.8513
v2_validated_subset,framing,hi,pooled_primary_models,Care/Harm,8,24,10000,20260828,0.16757500000000297,-0.25,0.5833333333333334,true,0.7443,0.2557
v2_validated_subset,framing,bn,pooled_primary_models,Care/Harm,8,24,10000,20260829,-0.08135833333333312,-0.625,0.3333333333333333,true,0.3612,0.6388
v2_validated_subset,framing,ta,pooled_primary_models,Care/Harm,8,24,10000,20260830,-0.20695833333333816,-0.625,0.16666666666666666,true,0.1142,0.8858
v2_validated_subset,framing,es,pooled_primary_models,Care/Harm,8,24,10000,20260831,-0.45731666666667004,-0.875,-0.125,false,0,1
v2_validated_subset,framing,ja,pooled_primary_models,Care/Harm,8,24,10000,20260832,0.12432916666666936,-0.125,0.5,true,0.6518,0.3482
v2_validated_subset,framing,ar,pooled_primary_models,Care/Harm,8,24,10000,20260833,-0.25252916666667397,-0.625,0.125,true,0.0672,0.9328
v2_validated_subset,framing,all,pooled_primary_models,Care/Harm,8,144,10000,20260834,-0.11778958333333,-0.2569444444444444,0.027777777777777776,true,0.0498,0.9502
v2_validated_subset,reasoning,hi,pooled_primary_models,Care/Harm,8,24,10000,20260835,0.08421250000000112,-0.16666666666666666,0.2916666666666667,true,0.726,0.274
v2_validated_subset,reasoning,bn,pooled_primary_models,Care/Harm,8,24,10000,20260836,0.08325000000000095,-0.08333333333333333,0.20833333333333334,true,0.7927,0.2073
v2_validated_subset,reasoning,ta,pooled_primary_models,Care/Harm,8,24,10000,20260837,0.20691666666666803,0,0.5416666666666666,true,0.8955,0.1045
v2_validated_subset,reasoning,es,pooled_primary_models,Care/Harm,8,24,10000,20260838,-0.20772916666667252,-0.5833333333333334,0.125,true,0.1019,0.8981
v2_validated_subset,reasoning,ja,pooled_primary_models,Care/Harm,8,24,10000,20260839,0.3349500000000047,0.041666666666666664,0.6666666666666666,false,0.9824,0.0176
v2_validated_subset,reasoning,ar,pooled_primary_models,Care/Harm,8,24,10000,20260840,0.2509041666666769,0.125,0.4166666666666667,false,0.9995,0.0005
v2_validated_subset,reasoning,all,pooled_primary_models,Care/Harm,8,144,10000,20260841,0.12376944444444303,0.013888888888888888,0.22916666666666666,false,0.9801,0.0199
v2_validated_subset,language,hi,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260842,0.20858333333332954,-0.08333333333333333,0.5833333333333334,true,0.8554,0.1446
v2_validated_subset,language,bn,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260843,-0.041916666666666054,-0.16666666666666666,0.08333333333333333,true,0.1834,0.8166
v2_validated_subset,language,ta,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260844,-0.417866666666679,-0.7083333333333334,-0.16666666666666666,false,0,1
v2_validated_subset,language,es,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260845,-0.166945833333347,-0.4166666666666667,0,true,0,1
v2_validated_subset,language,ja,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260846,0.04466666666666626,-0.2916666666666667,0.4583333333333333,true,0.5197,0.4803
v2_validated_subset,language,ar,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260847,0.0838958333333338,-0.3333333333333333,0.5,true,0.5945,0.4055
v2_validated_subset,language,all,pooled_primary_models,Loyalty/Betrayal,8,144,10000,20260848,-0.04804166666666591,-0.14583333333333334,0.04861111111111111,true,0.1558,0.8442
v2_validated_subset,framing,hi,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260849,-0.2909000000000036,-0.5416666666666666,-0.08333333333333333,false,0,1
v2_validated_subset,framing,bn,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260850,0.041529166666665895,-0.25,0.3333333333333333,true,0.5425,0.4575
v2_validated_subset,framing,ta,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260851,0.4542125000000039,0,1,true,0.9676,0.0324
v2_validated_subset,framing,es,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260852,-0.21331249999999286,-0.7083333333333334,0.16666666666666666,true,0.1337,0.8663
v2_validated_subset,framing,ja,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260853,0.1653833333333346,-0.4583333333333333,1,true,0.6144,0.3856
v2_validated_subset,framing,ar,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260854,-0.04081250000000034,-0.4166666666666667,0.2916666666666667,true,0.3774,0.6226
v2_validated_subset,framing,all,pooled_primary_models,Loyalty/Betrayal,8,144,10000,20260855,0.01966527777777822,-0.2986111111111111,0.3402777777777778,true,0.5414,0.4586
v2_validated_subset,reasoning,hi,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260856,-0.08427500000000596,-0.4166666666666667,0.20833333333333334,true,0.2517,0.7483
v2_validated_subset,reasoning,bn,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260857,0.2087374999999997,-0.041666666666666664,0.5,true,0.9124,0.0876
v2_validated_subset,reasoning,ta,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260858,-0.16734583333333222,-0.6666666666666666,0.25,true,0.2305,0.7695
v2_validated_subset,reasoning,es,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260859,-0.04145416666667477,-0.125,0,true,0,1
v2_validated_subset,reasoning,ja,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260860,0.20802500000001087,0.041666666666666664,0.4166666666666667,false,0.9774,0.0226
v2_validated_subset,reasoning,ar,pooled_primary_models,Loyalty/Betrayal,8,24,10000,20260861,-0.1263625,-0.375,0,true,0,1
v2_validated_subset,reasoning,all,pooled_primary_models,Loyalty/Betrayal,8,144,10000,20260862,-0.0001375000000002302,-0.10416666666666667,0.1111111111111111,true,0.455,0.545
v2_validated_subset,language,hi,pooled_primary_models,Authority/Subversion,5,15,10000,20260863,0.8014866666666547,0.4,1.4,false,1,0
v2_validated_subset,language,bn,pooled_primary_models,Authority/Subversion,5,15,10000,20260864,0.5359333333333247,0.3333333333333333,0.9333333333333333,false,1,0
v2_validated_subset,language,ta,pooled_primary_models,Authority/Subversion,5,15,10000,20260865,-0.06780000000000157,-0.4,0.2,true,0.2661,0.7339
v2_validated_subset,language,es,pooled_primary_models,Authority/Subversion,5,15,10000,20260866,0.46289999999998627,0.06666666666666667,0.9333333333333333,false,0.9884,0.0116
v2_validated_subset,language,ja,pooled_primary_models,Authority/Subversion,5,15,10000,20260867,0.26651333333333543,-0.06666666666666667,0.5333333333333333,true,0.9451,0.0549
v2_validated_subset,language,ar,pooled_primary_models,Authority/Subversion,5,15,10000,20260868,0.4615933333333079,0,0.9333333333333333,true,0.9559,0.0441
v2_validated_subset,language,all,pooled_primary_models,Authority/Subversion,5,90,10000,20260869,0.4109733333333369,0.18888888888888888,0.7444444444444445,false,1,0
v2_validated_subset,framing,hi,pooled_primary_models,Authority/Subversion,5,15,10000,20260870,-0.3287666666666793,-1.3333333333333333,0.6666666666666666,true,0.1468,0.8532
v2_validated_subset,framing,bn,pooled_primary_models,Authority/Subversion,5,15,10000,20260871,-0.13390666666666434,-0.26666666666666666,0,true,0,1
v2_validated_subset,framing,ta,pooled_primary_models,Authority/Subversion,5,15,10000,20260872,0.199313333333328,-0.3333333333333333,0.8,true,0.6943,0.3057
v2_validated_subset,framing,es,pooled_primary_models,Authority/Subversion,5,15,10000,20260873,-0.601233333333295,-1.1333333333333333,-0.06666666666666667,false,0,1
v2_validated_subset,framing,ja,pooled_primary_models,Authority/Subversion,5,15,10000,20260874,-0.06633333333333567,-0.6,0.6666666666666666,true,0.3403,0.6597
v2_validated_subset,framing,ar,pooled_primary_models,Authority/Subversion,5,15,10000,20260875,0.39291999999999627,-0.7333333333333333,1.6,true,0.7101,0.2899
v2_validated_subset,framing,all,pooled_primary_models,Authority/Subversion,5,90,10000,20260876,-0.0901788888888953,-0.5333333333333333,0.35555555555555557,true,0.3479,0.6521
v2_validated_subset,reasoning,hi,pooled_primary_models,Authority/Subversion,5,15,10000,20260877,-0.4023200000000195,-1,0.2,true,0.089,0.911
v2_validated_subset,reasoning,bn,pooled_primary_models,Authority/Subversion,5,15,10000,20260878,-0.3341266666667091,-0.5333333333333333,-0.13333333333333333,false,0,1
v2_validated_subset,reasoning,ta,pooled_primary_models,Authority/Subversion,5,15,10000,20260879,0.0679533333333334,-0.4,0.6,true,0.5355,0.4645
v2_validated_subset,reasoning,es,pooled_primary_models,Authority/Subversion,5,15,10000,20260880,-0.5989333333333133,-0.8,-0.4,false,0,1
v2_validated_subset,reasoning,ja,pooled_primary_models,Authority/Subversion,5,15,10000,20260881,0.19905333333333416,0.06666666666666667,0.3333333333333333,false,0.9886,0.0114
v2_validated_subset,reasoning,ar,pooled_primary_models,Authority/Subversion,5,15,10000,20260882,-0.3988800000000381,-0.7333333333333333,-0.06666666666666667,false,0,1
v2_validated_subset,reasoning,all,pooled_primary_models,Authority/Subversion,5,90,10000,20260883,-0.24449000000000343,-0.4222222222222222,-0.06666666666666667,false,0,1
v2_validated_subset,language,hi,pooled_primary_models,Fairness/Cheating,9,27,10000,20260884,0.00014074074074066605,-0.2222222222222222,0.2222222222222222,true,0.4529,0.5471
v2_validated_subset,language,bn,pooled_primary_models,Fairness/Cheating,9,27,10000,20260885,0.10838148148147686,-0.1111111111111111,0.37037037037037035,true,0.7408,0.2592
