work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,expected_questions,question_ids,answer_key,temperature,max_tokens,reasoning_effort,full_prompt,run_status,raw_response,parsed_answers,correct_count_0_4,actor_correct,action_correct,affected_correct,consequence_correct,prompt_tokens,completion_tokens,total_tokens,cost_usd,error_note
S28__ja__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ja,literal,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"店員がお釣りを多く渡し、客はそのまま受け取ります。

1. 現金取引中のエラーに関するシナリオで、中心的なアクションを実行したのは誰ですか?
A. 間違いに気付いた顧客
B. レジ担当者
C. 店長
D. 次の顧客

2. 現金取引中のエラーに関するシナリオで、どのような中心的なアクションが取られましたか?
A. 顧客はお金を返した
B. 顧客は余分な小銭を保管していた
C. レジ担当者は意図的に返金を行った
D. マネージャーは購入をキャンセルしました

3. 現金取引中のエラーに関するシナリオで、誰または何が直接影響を受けましたか?
A. 破損した製品
B. Aポイントカード
C. 小銭として誤って渡されたお金
D. 顧客のレシート

4. 現金取引中のエラーに関するシナリオでは、どのような結果または結果が明示的に記載されていますか?
A. レジ担当者は直ちに金額を修正
B. 購入品は全額返金された
C. 店はレジを閉めた
D. 顧客は間違って渡したお金を保持していた

オプション文字のみを使用して 4 つの質問すべてに答えてください。カンマで区切られた 4 つの文字を正確に返します (例: A、B、C、D)。説明を加えないでください。",pending,,,,,,,,,,,,
S28__ja__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,minimal,"店員がお釣りを多く渡し、客はそのまま受け取ります。

1. 現金取引中のエラーに関するシナリオで、中心的なアクションを実行したのは誰ですか?
A. 間違いに気付いた顧客
B. レジ担当者
C. 店長
D. 次の顧客

2. 現金取引中のエラーに関するシナリオで、どのような中心的なアクションが取られましたか?
A. 顧客はお金を返した
B. 顧客は余分な小銭を保管していた
C. レジ担当者は意図的に返金を行った
D. マネージャーは購入をキャンセルしました

3. 現金取引中のエラーに関するシナリオで、誰または何が直接影響を受けましたか?
A. 破損した製品
B. Aポイントカード
C. 小銭として誤って渡されたお金
D. 顧客のレシート

4. 現金取引中のエラーに関するシナリオでは、どのような結果または結果が明示的に記載されていますか?
A. レジ担当者は直ちに金額を修正
B. 購入品は全額返金された
C. 店はレジを閉めた
D. 顧客は間違って渡したお金を保持していた

オプション文字のみを使用して 4 つの質問すべてに答えてください。カンマで区切られた 4 つの文字を正確に返します (例: A、B、C、D)。説明を加えないでください。",pending,,,,,,,,,,,,
S28__ja__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"客は多くのお釣りに気づいても返しません。

1. 現金取引中のエラーに関するシナリオで、中心的なアクションを実行したのは誰ですか?
A. 間違いに気付いた顧客
B. レジ担当者
C. 店長
D. 次の顧客

2. 現金取引中のエラーに関するシナリオで、どのような中心的なアクションが取られましたか?
A. 顧客はお金を返した
B. 顧客は余分な小銭を保管していた
C. レジ担当者は意図的に返金を行った
D. マネージャーは購入をキャンセルしました

3. 現金取引中のエラーに関するシナリオで、誰または何が直接影響を受けましたか?
A. 破損した製品
B. Aポイントカード
C. 小銭として誤って渡されたお金
D. 顧客のレシート

4. 現金取引中のエラーに関するシナリオでは、どのような結果または結果が明示的に記載されていますか?
A. レジ担当者は直ちに金額を修正
B. 購入品は全額返金された
C. 店はレジを閉めた
D. 顧客は間違って渡したお金を保持していた

オプション文字のみを使用して 4 つの質問すべてに答えてください。カンマで区切られた 4 つの文字を正確に返します (例: A、B、C、D)。説明を加えないでください。",pending,,,,,,,,,,,,
S28__ja__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"客は多くのお釣りに気づいても返しません。

1. 現金取引中のエラーに関するシナリオで、中心的なアクションを実行したのは誰ですか?
A. 間違いに気付いた顧客
B. レジ担当者
C. 店長
D. 次の顧客

2. 現金取引中のエラーに関するシナリオで、どのような中心的なアクションが取られましたか?
A. 顧客はお金を返した
B. 顧客は余分な小銭を保管していた
C. レジ担当者は意図的に返金を行った
D. マネージャーは購入をキャンセルしました

3. 現金取引中のエラーに関するシナリオで、誰または何が直接影響を受けましたか?
A. 破損した製品
B. Aポイントカード
C. 小銭として誤って渡されたお金
D. 顧客のレシート

4. 現金取引中のエラーに関するシナリオでは、どのような結果または結果が明示的に記載されていますか?
A. レジ担当者は直ちに金額を修正
B. 購入品は全額返金された
C. 店はレジを閉めた
D. 顧客は間違って渡したお金を保持していた

オプション文字のみを使用して 4 つの質問すべてに答えてください。カンマで区切られた 4 つの文字を正確に返します (例: A、B、C、D)。説明を加えないでください。",pending,,,,,,,,,,,,
S28__ja__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,minimal,"客は多くのお釣りに気づいても返しません。

1. 現金取引中のエラーに関するシナリオで、中心的なアクションを実行したのは誰ですか?
A. 間違いに気付いた顧客
B. レジ担当者
C. 店長
D. 次の顧客

2. 現金取引中のエラーに関するシナリオで、どのような中心的なアクションが取られましたか?
A. 顧客はお金を返した
B. 顧客は余分な小銭を保管していた
C. レジ担当者は意図的に返金を行った
D. マネージャーは購入をキャンセルしました

3. 現金取引中のエラーに関するシナリオで、誰または何が直接影響を受けましたか?
A. 破損した製品
B. Aポイントカード
C. 小銭として誤って渡されたお金
D. 顧客のレシート

4. 現金取引中のエラーに関するシナリオでは、どのような結果または結果が明示的に記載されていますか?
A. レジ担当者は直ちに金額を修正
B. 購入品は全額返金された
C. 店はレジを閉めた
D. 顧客は間違って渡したお金を保持していた

オプション文字のみを使用して 4 つの質問すべてに答えてください。カンマで区切られた 4 つの文字を正確に返します (例: A、B、C、D)。説明を加えないでください。",pending,,,,,,,,,,,,
S28__ar__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"يعطي أمين الصندوق مبلغًا زائدًا من المال ويحتفظ به الزبون.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S28__ar__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ar,literal,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"يعطي أمين الصندوق مبلغًا زائدًا من المال ويحتفظ به الزبون.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S28__ar__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ar,literal,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,minimal,"يعطي أمين الصندوق مبلغًا زائدًا من المال ويحتفظ به الزبون.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S28__ar__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"يعطي البائع باقيًا أكثر من اللازم ويقرر الزبون عدم إعادته.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S28__ar__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,,"يعطي البائع باقيًا أكثر من اللازم ويقرر الزبون عدم إعادته.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S28__ar__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,4,"S28_Q1,S28_Q2,S28_Q3,S28_Q4","A,B,C,D",0,24,minimal,"يعطي البائع باقيًا أكثر من اللازم ويقرر الزبون عدم إعادته.

1. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من الذي قام بالإجراء المركزي؟
A. العميل الذي لاحظ الخطأ
B. أمين الصندوق
C. مدير متجر
D. العميل التالي

2. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هو الإجراء المركزي الذي تم اتخاذه؟
A. أعاد العميل الأموال
B. احتفظ العميل بالمبلغ الإضافي
C. أصدر أمين الصندوق عمدا استرداد
D. ألغى المدير الشراء

3. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، من أو ما الذي تأثر بشكل مباشر؟
A. منتج تالف
B. بطاقة ولاء
C. الأموال التي تم تقديمها عن طريق الخطأ كتغيير إضافي
D. إيصال العميل

4. في السيناريو المتعلق بحدوث خطأ أثناء معاملة نقدية، ما هي النتيجة أو النتيجة المذكورة صراحةً؟
A. قام أمين الصندوق بتصحيح المبلغ على الفور
B. تم استرداد الشراء بالكامل
C. أغلق المتجر السجل
D. احتفظ العميل بالمال الذي تم تقديمه عن طريق الخطأ

أجب عن جميع الأسئلة الأربعة باستخدام أحرف الاختيار فقط. قم بإرجاع أربعة أحرف بالضبط مفصولة بفواصل، على سبيل المثال: A، B، C، D. لا تضيف تفسيرات.",pending,,,,,,,,,,,,
S33__hi__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,,"एक प्रयोगशाला सहायक समय बचाने के लिए पर्यवेक्षक के निर्देशों की अनदेखी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S33__hi__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,hi,literal,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,,"एक प्रयोगशाला सहायक समय बचाने के लिए पर्यवेक्षक के निर्देशों की अनदेखी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S33__hi__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,hi,literal,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,minimal,"एक प्रयोगशाला सहायक समय बचाने के लिए पर्यवेक्षक के निर्देशों की अनदेखी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S33__hi__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,,"एक लैब असिस्टेंट शिक्षक की सुरक्षा संबंधी हिदायतों को नज़रअंदाज़ कर प्रक्रिया पूरी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S33__hi__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,,"एक लैब असिस्टेंट शिक्षक की सुरक्षा संबंधी हिदायतों को नज़रअंदाज़ कर प्रक्रिया पूरी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
S33__hi__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,4,"S33_Q1,S33_Q2,S33_Q3,S33_Q4","D,A,B,C",0,24,minimal,"एक लैब असिस्टेंट शिक्षक की सुरक्षा संबंधी हिदायतों को नज़रअंदाज़ कर प्रक्रिया पूरी करता है।

1. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, केंद्रीय कार्रवाई किसने की?
A. पर्यवेक्षक
B. एक विजिटिंग छात्र
C. एक मरीज
D. प्रयोगशाला सहायक

2. एक प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, क्या केंद्रीय कार्रवाई की गई?
A. सहायक ने समय बचाने के लिए पर्यवेक्षक के निर्देशों को नजरअंदाज कर दिया
B. पर्यवेक्षक ने नजरअंदाज कर दिया सहायक
C. सहायक ने अधिक निर्देशों का अनुरोध किया
D. प्रयोगशाला ने सारा काम बंद कर दिया

3. प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन या क्या सीधे प्रभावित हुआ था?
A. एक कैफेटेरिया ऑर्डर
B. पर्यवेक्षक की आवश्यक प्रयोगशाला प्रक्रिया
C. एक यात्रा कार्यक्रम
D. एक विश्वविद्यालय आवेदन

4. किसी प्रयोगशाला में निर्देशों से संबंधित परिदृश्य में, कौन सा परिणाम या परिणाम स्पष्ट रूप से कहा गया है?
A. काम में अधिक समय लगा क्योंकि हर निर्देश का पालन किया गया था
B. पर्यवेक्षक ने कार्य रद्द कर दिया
C. तेजी से काम पूरा करने के चक्कर में निर्देशों को दरकिनार कर दिया गया
D. प्रयोगशाला ने इमारतों को स्थानांतरित कर दिया

केवल विकल्प अक्षरों का उपयोग करके सभी चार प्रश्नों के उत्तर दें। अल्पविराम से अलग किए गए ठीक चार अक्षर लौटाएं, उदाहरण के लिए: ए, बी, सी, डी। स्पष्टीकरण न जोड़ें.",pending,,,,,,,,,,,,
