work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,question_id,question_type,selected_option,correct_option,item_correct,raw_response
S02__es__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S02_Q1,Actor,D,D,1,"D,A,B,C"
S02__es__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S02_Q2,Main action,A,A,1,"D,A,B,C"
S02__es__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S02_Q3,Affected party/object,B,B,1,"D,A,B,C"
S02__es__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,adapted,S02_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S02__es__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,literal,S02_Q1,Actor,D,D,1,"D,A,B,C"
S02__es__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,literal,S02_Q2,Main action,A,A,1,"D,A,B,C"
S02__es__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,literal,S02_Q3,Affected party/object,B,B,1,"D,A,B,C"
S02__es__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,es,literal,S02_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S02__es__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__es__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__es__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__es__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,es,adapted,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ta__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S02_Q1,Actor,D,D,1,"D,A,B,C"
S02__ta__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S02_Q2,Main action,A,A,1,"D,A,B,C"
S02__ta__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S02_Q3,Affected party/object,B,B,1,"D,A,B,C"
S02__ta__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ta,literal,S02_Q4,Consequence/outcome,C,C,1,"D,A,B,C"
S02__ja__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__ja__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__ja__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__ja__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,literal,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ja__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__ja__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__ja__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__ja__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ar__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S02_Q1,Actor,A,D,0,"A, A, B, C"
S02__ar__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S02_Q2,Main action,A,A,1,"A, A, B, C"
S02__ar__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S02_Q3,Affected party/object,B,B,1,"A, A, B, C"
S02__ar__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,S02_Q4,Consequence/outcome,C,C,1,"A, A, B, C"
S02__ja__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S02_Q1,Actor,D,D,1,D、A、B、C
S02__ja__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S02_Q2,Main action,A,A,1,D、A、B、C
S02__ja__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S02_Q3,Affected party/object,B,B,1,D、A、B、C
S02__ja__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,S02_Q4,Consequence/outcome,C,C,1,D、A、B、C
S05__hi__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__hi__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__hi__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__hi__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S02__ja__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__ja__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__ja__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__ja__adapted__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ar__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__ar__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__ar__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__ar__adapted__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ar__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S02_Q1,Actor,D,D,1,"D, A, B, C"
S02__ar__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S02_Q2,Main action,A,A,1,"D, A, B, C"
S02__ar__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S02_Q3,Affected party/object,B,B,1,"D, A, B, C"
S02__ar__literal__gemini_flash,S02,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,ar,literal,S02_Q4,Consequence/outcome,C,C,1,"D, A, B, C"
S02__ja__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S02_Q1,Actor,D,D,1,D、A、B、C
S02__ja__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S02_Q2,Main action,A,A,1,D、A、B、C
S02__ja__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S02_Q3,Affected party/object,B,B,1,D、A、B、C
S02__ja__literal__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,literal,S02_Q4,Consequence/outcome,C,C,1,D、A、B、C
S05__hi__literal__claude,S05,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__hi__literal__claude,S05,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__hi__literal__claude,S05,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__hi__literal__claude,S05,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,hi,literal,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S02__ja__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S02_Q1,Actor,D,D,1,D、A、B、C
S02__ja__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S02_Q2,Main action,A,A,1,D、A、B、C
S02__ja__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S02_Q3,Affected party/object,B,B,1,D、A、B、C
S02__ja__adapted__claude,S02,Care/Harm,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,S02_Q4,Consequence/outcome,C,C,1,D、A、B、C
S05__bn__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__bn__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__bn__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__bn__literal__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S05__hi__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__hi__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__hi__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__hi__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S05__bn__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__bn__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__bn__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__bn__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,bn,literal,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S05__hi__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__hi__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__hi__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__hi__literal__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,literal,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S05__hi__adapted__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__hi__adapted__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__hi__adapted__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__hi__adapted__gemini_flash,S05,Care/Harm,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S05__bn__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S05_Q1,Actor,C,C,1,"C, D, A, B"
S05__bn__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S05_Q2,Main action,D,D,1,"C, D, A, B"
S05__bn__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S05_Q3,Affected party/object,A,A,1,"C, D, A, B"
S05__bn__adapted__chatgpt,S05,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,S05_Q4,Consequence/outcome,B,B,1,"C, D, A, B"
S02__ar__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S02_Q1,Actor,A,D,0,A، A، B، C
S02__ar__literal__chatgpt,S02,Care/Harm,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,S02_Q2,Main action,A,A,1,A، A، B، C
